BirdID,Status,BreedGroupID,FieldPeriodID,NestWatchID,WatchDate,Month,Year,StartTime,Behaviour,ProvisioningVisit,ObsDuration,SexEstimate,Age,TerritoryID,ClutchSize,BroodSize,NoFledglings,WatchType,NestID,NestNumber,Island,Accurate,Observer,HelperNumber,GroupSize,TerritoryNumber
1381,BrM,415,28,1193,16/08/1999,08,1999,11:55,F,9,60,1,741,105,1,1,0,FI,539,2,CN,TRUE,KB,0,2,73
1382,BrF,269,25,425,12/09/1998,09,1998,10:10,F,2,60,0,401,138,1,1,0,FI,354,1,CN,TRUE,SG,1,3,94
1394,BrM,4769,92,1005,01/09/2009,09,2009,08:14,F,6,60,1,4042,100,1,1,1,F,2032,2,CN,TRUE,JW,1,3,68
1395,BrM,439,28,1184,05/08/1999,08,1999,10:00,F,6,60,1,706,166,1,1,1,F,377,1,CN,TRUE,KB,0,2,109
1395,BrM,439,28,1205,23/07/1999,07,1999,11:55,F,10,60,1,693,166,1,1,1,FI,377,1,CN,TRUE,KB,0,2,109
1401,BrF,530,30,748,19/08/2003,08,2003,17:06,F,14,90,0,2170,125,1,1,0,F,3357,2,CN,TRUE,CE,0,3,85
1401,BrF,622,34,31,19/08/2004,08,2004,07:46,F,14,90,0,2536,125,1,1,1,F,994,2,CN,TRUE,CE,0,3,85
1401,BrF,622,34,40,26/08/2004,08,2004,07:44,F,11,90,0,2543,125,1,1,1,F,994,2,CN,TRUE,LB,0,3,85
1401,BrF,732,37,86,30/08/2005,08,2005,07:18,F,4,60,0,2912,125,1,1,1,FI,1165,2,CN,TRUE,CE,1,4,85
1403,BrF,253,25,410,12/09/1998,09,1998,08:50,F,4,60,0,362,101,1,1,0,FI,307,3,CN,TRUE,SG,0,2,69
1403,BrF,253,25,411,13/09/1998,09,1998,11:50,F,6,60,0,363,101,1,1,0,FI,307,3,CN,TRUE,SG,0,2,69
1403,BrF,414,28,1178,23/09/1999,09,1999,10:00,F,13,60,0,738,101,2,2,1,F,534,4,CN,TRUE,MF,1,3,69
1403,BrF,519,30,724,08/08/2003,08,2003,07:45,F,4,90,0,2153,101,1,1,1,FI,820,1,CN,TRUE,CE,0,3,69
1409,BrF,457,30,719,06/08/2003,08,2003,14:10,F,2,90,0,1805,16,1,1,1,FI,699,1,CN,TRUE,LB,1,3,11
1410,BrF,396,28,1196,25/08/1999,08,1999,16:20,F,4,60,0,439,73,1,1,1,FI,483,2,CN,TRUE,KB,0,2,51
1412,BrM,426,28,1204,17/07/1999,07,1999,15:50,F,11,60,1,390,129,1,1,0,FI,573,1,CN,TRUE,KB,0,2,88
1412,BrM,3853,75,201,02/09/2006,09,2006,09:20,F,7,60,1,2994,129,1,1,0,FI,1562,1,CN,TRUE,CE,1,4,88
1415,BrF,674,37,73,11/08/2005,08,2005,07:39,F,8,90,0,2547,39,1,1,1,FI,1055,1,CN,TRUE,KH,1,4,28.1
1415,BrF,2581,30,754,19/08/2003,08,2003,10:08,F,12,90,0,1824,39,1,1,1,F,2223,1,CN,TRUE,CE,1,3,28.1
1415,BrF,2581,30,764,29/08/2003,08,2003,10:08,F,12,90,0,1834,39,1,1,1,F,2223,1,CN,TRUE,CE,1,3,28.1
1415,BrF,3788,75,146,06/08/2006,08,2006,09:40,F,9,90,0,2907,39,1,1,1,FI,1449,1,CN,TRUE,KH,1,3,28.1
1415,BrF,4522,87,257,20/08/2008,08,2008,15:59,F,4,80,0,3652,39,1,1,0,FI,1863,1,CN,TRUE,AE,0,2,28.1
1415,BrF,4984,104,789,19/08/2010,08,2010,16:05,F,12,60,0,4381,39,2,2,2,F,2266,1,CN,TRUE,MH,0,2,28.1
1415,BrF,5085,105,868,27/08/2011,08,2011,13:36,F,5,60,0,4754,39,1,1,1,F,2390,1,CN,TRUE,MH,0,2,28.1
1419,BrF,661,37,75,13/08/2005,08,2005,07:18,F,14,90,0,2325,22,1,1,1,FI,1036,1,CN,TRUE,KH,1,3,16
1419,BrF,3775,75,131,17/08/2006,08,2006,09:27,F,7,60,0,2694,22,2,2,2,F,1430,1,CN,TRUE,CE,1,4,16
1429,BrF,737,37,78,16/08/2005,08,2005,14:35,F,16,90,0,2408,134,1,1,1,F,1175,1,CN,TRUE,CE,0,3,92
1437,BrF,3826,75,186,08/08/2006,08,2006,10:37,F,17,75,0,2830,87,1,1,0,FI,1515,1,CN,TRUE,CE,1,4,59
1438,BrF,516,30,755,20/08/2003,08,2003,13:40,F,25,90,0,1510,98,1,1,0,F,816,2,CN,TRUE,LB,1,3,66
1438,BrF,718,37,85,28/08/2005,08,2005,08:40,F,5,90,0,2249,98,1,1,1,FI,1144,2,CN,TRUE,CE,1,3,66
1485,BrM,655,37,48,16/07/2005,07,2005,09:25,F,7,90,1,2547,12,1,1,1,FI,1149,1,CN,TRUE,LB,1,3,7
1485,BrM,655,37,53,23/07/2005,07,2005,10:00,F,12,90,1,2554,12,1,1,1,F,1149,1,CN,TRUE,KH,1,3,7
1489,BrM,4777,92,980,23/08/2009,08,2009,14:52,F,6,75,1,3677,118,1,1,1,FI,2043,1,CN,TRUE,MH,1,3,82.1
1489,BrM,5362,116,1047,28/08/2012,08,2012,07:25,F,3,60,1,4778,118,2,2,0,FI,2659,1,CN,TRUE,VS,1,3,82.1
1489,BrM,6724,125,1493,27/08/2014,08,2014,07:44,F,4,60,1,5507,118,1,1,0,F,3143,1,CN,TRUE,KLB,0,2,82.1
1489,BrM,6819,139,1512,19/02/2015,02,2015,11:06,F,4,60,1,5683,118,1,1,1,F,3439,1,CN,TRUE,MB,0,3,82.1
1489,BrM,6819,139,1516,21/02/2015,02,2015,08:37,F,4,60,1,5685,118,1,1,1,F,3439,1,CN,TRUE,MB,0,3,82.1
1490,BrF,500,30,752,19/08/2003,08,2003,10:35,F,14,90,0,1522,74,1,1,1,FI,786,2,CN,TRUE,LB,1,3,51.1
1494,BrM,5047,104,795,31/08/2010,08,2010,11:50,F,6,60,1,4053,140,1,1,1,F,2346,1,CN,TRUE,MH,0,2,94.2
1499,BrM,4965,104,838,26/08/2010,08,2010,08:02,F,9,60,1,4032,9,1,1,1,F,2236,2,CN,TRUE,MH,0,3,6
1499,BrM,5089,105,906,29/08/2011,08,2011,16:00,F,7,60,1,4400,9,1,1,1,F,2398,2,CN,TRUE,DJW,2,4,6
1501,BrF,667,37,97,04/09/2005,09,2005,07:40,F,13,90,0,2437,28,1,1,1,F,1046,2,CN,TRUE,CE,3,5,22
1501,BrF,3781,75,138,04/08/2006,08,2006,14:45,F,13,90,0,2771,28,1,1,1,F,1439,1,CN,TRUE,CE,1,3,22
1501,BrF,4209,82,215,28/08/2007,08,2007,09:40,F,6,60,0,3160,28,1,1,0,F,1707,1,CN,TRUE,JC,1,6,22
1503,BrF,3782,75,140,04/08/2006,08,2006,14:47,F,4,90,0,2768,30,1,1,1,F,1440,1,CN,TRUE,KH,1,3,23
1504,BrM,3799,75,156,29/08/2006,08,2006,15:50,F,15,60,1,2631,54,1,1,1,F,1470,1,CN,TRUE,CE,1,3,38
1506,BrF,463,30,736,15/08/2003,08,2003,10:05,F,5,90,0,1471,25,1,1,1,FI,719,1,CN,TRUE,LB,1,4,19
1506,BrF,3778,75,135,30/08/2006,08,2006,15:00,F,6,60,0,2582,25,2,2,2,F,1435,2,CN,TRUE,CE,1,5,19
1509,BrM,651,37,93,30/08/2005,08,2005,07:26,F,17,90,1,2348,7,1,1,0,FI,1081,1,CN,TRUE,KH,0,3,4
1509,BrM,3765,75,158,17/08/2006,08,2006,14:10,F,11,60,1,2700,7,1,1,0,F,1472,1,CN,TRUE,CE,0,3,4
1517,BrF,436,28,1200,29/08/1999,08,1999,11:50,F,10,46,0,365,159,1,1,1,FI,373,4,CN,TRUE,KB,0,2,103.1
1523,BrM,488,30,753,19/08/2003,08,2003,14:20,F,13,90,1,1524,58,1,1,1,F,763,1,CN,TRUE,CE,1,3,41.1
1524,BrM,514,30,727,10/08/2003,08,2003,07:47,F,14,90,1,1440,95,2,1,0,FI,812,2,CN,TRUE,CE,1,3,64
1524,BrM,514,30,744,17/08/2003,08,2003,08:43,F,12,90,1,1447,95,2,1,0,F,812,2,CN,TRUE,CE,1,3,64
1524,BrM,615,34,25,10/08/2004,08,2004,07:47,F,14,90,1,1806,95,1,1,0,FI,983,1,CN,TRUE,CE,1,3,64
1524,BrM,615,34,29,17/08/2004,08,2004,08:43,F,12,90,1,1813,95,1,1,0,F,983,1,CN,TRUE,CE,1,3,64
1524,BrM,716,37,95,02/09/2005,09,2005,16:10,F,16,60,1,2194,95,3,3,1,F,1141,2,CN,TRUE,CE,1,3,64
1532,BrF,649,37,84,21/08/2005,08,2005,14:10,F,7,60,0,2192,4,1,1,1,F,1062,1,CN,TRUE,CE,1,3,3
1532,BrF,4498,87,253,28/08/2008,08,2008,15:30,F,2,60,0,3295,4,1,1,0,FI,1846,2,CN,TRUE,ML,2,4,3
1533,BrM,6447,124,1241,15/02/2014,02,2014,08:11,F,2,60,1,5282,99,1,1,0,FI,2854,1,CN,TRUE,HE,0,2,67
1536,BrF,3786,75,143,03/08/2006,08,2006,08:00,F,3,90,0,2520,36,1,1,1,FI,1446,2,CN,TRUE,KH,1,3,26.5
1536,BrF,3786,75,144,07/08/2006,08,2006,14:15,F,17,90,0,2524,36,1,1,1,FI,1446,2,CN,TRUE,CE,1,3,26.5
1536,BrF,4521,87,256,26/08/2008,08,2008,16:46,F,3,60,0,3274,36,1,1,0,FI,1862,2,CN,TRUE,ML,0,2,26.5
1543,BrM,3790,75,151,02/09/2006,09,2006,14:17,F,11,60,1,2706,42,1,1,0,FI,1457,1,CN,TRUE,CE,0,4,30.1
1558,BrF,692,37,99,09/09/2005,09,2005,14:05,F,4,60,0,2168,66,1,1,0,FI,1091,1,CN,TRUE,CE,1,3,46.5
1566,BrM,505,30,737,15/08/2003,08,2003,08:30,F,1,60,1,1410,80,1,1,0,FI,792,2,CN,TRUE,CE,1,3,53.1
1577,BrM,691,37,58,25/07/2005,07,2005,07:30,F,15,90,1,1938,63,1,1,1,F,1092,1,CN,TRUE,KH,0,4,46
1577,BrM,691,37,65,30/07/2005,07,2005,10:15,F,12,60,1,1943,63,1,1,1,F,1092,1,CN,TRUE,CE,0,4,46
1577,BrM,3807,75,167,12/08/2006,08,2006,08:20,F,14,60,1,2321,63,1,1,1,F,1485,1,CN,TRUE,CE,1,5,46
1577,BrM,3807,75,168,31/07/2006,07,2006,08:25,F,2,90,1,2309,63,1,1,1,FI,1485,1,CN,TRUE,JC,1,5,46
1577,BrM,4541,87,261,19/08/2008,08,2008,15:58,F,5,65,1,3059,63,1,1,0,FI,1876,1,CN,TRUE,AE,1,3,46
1577,BrM,4541,87,262,02/08/2008,08,2008,12:00,F,2,60,1,3042,63,1,1,0,FI,1876,1,CN,TRUE,AE,1,3,46
1579,BrM,551,30,751,19/08/2003,08,2003,14:17,F,6,90,1,1171,174,1,1,0,FI,707,1,CN,TRUE,LB,1,3,117
1579,BrM,4604,87,268,02/08/2008,08,2008,12:00,F,9,60,1,2981,174,1,1,0,F,1905,1,CN,TRUE,AE,1,3,117
1580,BrF,522,30,726,09/08/2003,08,2003,14:41,F,13,90,0,1160,109,1,1,1,FI,828,1,CN,TRUE,LB,1,3,76
1580,BrF,724,37,81,20/08/2005,08,2005,08:10,F,10,90,0,1902,109,1,1,1,FI,1153,2,CN,TRUE,AK,1,3,76
1580,BrF,4573,87,1166,30/08/2008,08,2008,15:40,F,1,60,0,3008,109,1,1,0,F,2798,1,CN,TRUE,AE,0,3,76
1580,BrF,5030,104,784,11/08/2010,08,2010,14:08,F,13,60,0,3719,109,1,1,1,F,2326,1,CN,TRUE,MH,0,2,76
1580,BrF,5146,105,874,17/09/2011,09,2011,11:34,F,4,60,0,4121,109,1,1,1,F,2487,2,CN,TRUE,MH,0,2,76
1580,BrF,6445,124,1243,15/02/2014,02,2014,09:50,F,2,60,0,5003,109,1,1,0,F,2851,1,CN,TRUE,FG,0,2,76
1581,BrM,4284,82,246,13/08/2007,08,2007,10:51,F,5,60,1,2685,135,1,1,1,F,1795,1,CN,TRUE,PS,1,3,92.1
1593,BrM,547,30,740,16/08/2003,08,2003,15:07,F,4,90,1,1160,168,2,1,1,F,700,1,CN,TRUE,LB,2,4,111
1593,BrM,3868,75,123,03/09/2006,09,2006,14:30,F,15,60,1,2274,168,2,2,2,F,1417,2,CN,TRUE,CE,0,3,111
1597,BrF,536,30,725,08/08/2003,08,2003,09:26,F,8,90,0,1211,138,3,2,1,FI,862,1,CN,TRUE,CE,1,3,94
1597,BrF,536,30,734,12/08/2003,08,2003,14:19,F,2,36,0,1215,138,3,2,1,F,862,1,CN,TRUE,CE,1,3,94
1604,BrM,5015,104,790,24/08/2010,08,2010,13:30,F,18,60,1,3579,83,1,1,1,F,2306,2,CN,TRUE,MH,0,2,56
1604,BrM,5131,105,869,27/08/2011,08,2011,15:28,F,7,60,1,3947,83,1,1,1,FI,2464,1,CN,TRUE,MH,0,3,56
1604,BrM,5131,105,907,30/08/2011,08,2011,15:03,F,4,60,1,3950,83,1,1,1,F,2464,1,CN,TRUE,DJW,0,3,56
1605,BrF,450,30,729,11/08/2003,08,2003,09:21,F,11,90,0,1008,8,1,1,1,F,781,1,CN,TRUE,CE,1,3,5
1605,BrF,450,30,757,21/08/2003,08,2003,09:44,F,7,90,0,1018,8,1,1,1,FI,781,1,CN,TRUE,CE,1,3,5
1605,BrF,450,30,763,28/08/2003,08,2003,08:54,F,8,90,0,1025,8,1,1,1,FI,781,1,CN,TRUE,CE,1,3,5
1605,BrF,570,34,34,21/08/2004,08,2004,09:44,F,7,90,0,1384,8,1,1,0,FI,968,1,CN,TRUE,CE,1,3,5
1605,BrF,570,34,37,28/08/2004,08,2004,08:54,F,8,90,0,1391,8,1,1,0,FI,968,1,CN,TRUE,CE,1,3,5
1605,BrF,5080,105,901,19/08/2011,08,2011,11:23,F,6,60,0,3938,8,1,1,1,F,2396,2,CN,TRUE,DJW,1,4,5
1607,BrM,3770,75,195,12/08/2006,08,2006,11:05,F,18,90,1,1875,13,1,1,0,F,1546,1,CN,TRUE,CE,0,3,8
1607,BrM,4968,104,816,09/08/2010,08,2010,09:44,F,14,60,1,3333,13,1,1,1,FI,2241,1,CN,TRUE,SP,1,4,8
1608,BrM,527,30,747,18/08/2003,08,2003,15:52,F,13,60,1,1013,116,1,1,1,F,842,1,CN,TRUE,CE,1,4,81
1611,BrM,4980,104,782,09/08/2010,08,2010,10:25,F,7,60,1,3682,32,1,1,1,FI,2259,1,CN,TRUE,MH,0,2,24
1612,BrF,521,30,746,18/08/2003,08,2003,11:07,F,18,90,0,1009,108,1,1,1,F,826,1,CN,TRUE,LB,1,3,75
1614,BrF,4503,87,254,20/08/2008,08,2008,17:15,F,7,60,0,2656,11,1,1,1,F,1852,1,CN,TRUE,JC,0,2,6.5
1616,BrM,3851,75,199,09/08/2006,08,2006,11:05,F,13,90,1,2088,127,1,1,1,FI,1561,1,CN,TRUE,CE,0,2,87
1616,BrM,5040,104,827,27/08/2010,08,2010,13:30,F,4,60,1,3567,127,1,1,1,F,2338,2,CN,TRUE,SP,1,3,87
1616,BrM,5155,105,900,17/08/2011,08,2011,10:00,F,12,75,1,3922,127,2,2,0,F,2498,1,CN,TRUE,DJW,2,4,87
1617,BrF,5047,104,795,31/08/2010,08,2010,11:50,F,7,60,0,3691,140,1,1,1,F,2346,1,CN,TRUE,MH,0,2,94.2
1660,BrF,6104,122,1114,26/08/2013,08,2013,08:48,F,14,60,0,4179,8,1,1,1,F,2721,1,CN,TRUE,MB,1,3,5
1666,BrM,2581,30,754,19/08/2003,08,2003,10:08,F,13,90,1,760,39,1,1,1,F,2223,1,CN,TRUE,CE,1,3,28.1
1666,BrM,2581,30,764,29/08/2003,08,2003,10:08,F,13,90,1,770,39,1,1,1,F,2223,1,CN,TRUE,CE,1,3,28.1
1670,BrM,485,30,768,31/08/2003,08,2003,07:30,F,9,90,1,766,55,1,1,0,FI,759,1,CN,TRUE,LB,1,4,39
1678,BrF,3853,75,201,02/09/2006,09,2006,09:20,F,4,60,0,1504,129,1,1,0,FI,1562,1,CN,TRUE,CE,1,4,88
1678,BrF,5157,105,888,06/08/2011,08,2011,08:45,F,4,60,0,3303,129,1,1,1,FI,2500,1,CN,TRUE,DJW,1,3,88
1682,BrM,4294,82,249,24/08/2007,08,2007,09:30,F,2,30,1,2083,165,1,1,1,F,1804,1,CN,TRUE,JC,1,3,108
1684,BrM,472,30,765,29/08/2003,08,2003,08:20,F,15,90,1,1008,40,2,1,1,FI,738,3,CN,TRUE,CE,0,3,29
1685,BrF,527,30,747,18/08/2003,08,2003,15:52,F,5,60,0,384,116,1,1,1,F,842,1,CN,TRUE,CE,1,4,81
1698,BrM,4225,82,224,08/09/2007,09,2007,14:51,F,12,60,1,2187,51,1,1,,FI,1725,1,CN,TRUE,PS,1,4,35
1698,BrM,4531,87,259,28/08/2008,08,2008,10:19,F,10,60,1,2542,51,1,1,0,FI,1870,1,CN,TRUE,JC,1,3,35
1699,BrM,692,37,99,09/09/2005,09,2005,14:05,F,4,60,1,1333,66,1,1,0,FI,1091,1,CN,TRUE,CE,1,3,46.5
1699,BrM,3808,75,164,21/08/2006,08,2006,16:32,F,2,60,1,1679,66,1,1,0,FI,1483,2,CN,TRUE,JC,1,4,46.5
1707,BrF,5069,104,813,04/08/2010,08,2010,15:20,F,11,60,0,3150,477,1,1,1,F,2375,2,CN,TRUE,SP,2,4,131
1707,BrF,5069,104,818,11/08/2010,08,2010,15:10,F,10,60,0,3157,477,1,1,1,F,2375,2,CN,TRUE,SP,2,4,131
1707,BrF,5180,105,889,06/08/2011,08,2011,10:15,F,2,60,0,3517,477,1,1,1,FI,2526,1,CN,TRUE,DJW,2,4,131
1707,BrF,5366,116,1074,24/09/2012,09,2012,13:53,F,5,60,0,3932,477,1,1,0,FI,2666,1,CN,TRUE,SAK,1,3,131
1707,BrF,6420,124,1231,12/02/2014,02,2014,08:50,F,1,60,0,4438,477,1,1,0,FI,2845,2,CN,TRUE,FG,1,3,131
1707,BrF,6671,125,1440,13/08/2014,08,2014,14:47,F,9,60,0,4620,477,1,1,1,F,3120,2,CN,TRUE,SAK,2,4,131
1707,BrF,6671,125,1449,20/08/2014,08,2014,09:50,F,7,60,0,4627,477,1,1,1,F,3120,2,CN,TRUE,SAK,2,4,131
1707,BrF,7556,159,2440,18/08/2016,08,2016,10:55,F,3,60,0,5356,112,1,1,1,FI,4812,1,CN,TRUE,KLB,1,4,78
1707,BrF,7556,159,2458,25/08/2016,08,2016,11:25,F,4,60,0,5363,112,1,1,1,F,4812,1,CN,TRUE,KLB,1,4,78
1710,BrM,4247,82,233,29/08/2007,08,2007,14:56,F,4,60,1,1926,77,1,1,1,F,1751,1,CN,TRUE,PS,0,4,52.1
1710,BrM,5069,104,813,04/08/2010,08,2010,15:20,F,5,60,1,2997,477,1,1,1,F,2375,2,CN,TRUE,SP,2,4,131
1710,BrM,5069,104,818,11/08/2010,08,2010,15:10,F,13,60,1,3004,477,1,1,1,F,2375,2,CN,TRUE,SP,2,4,131
1710,BrM,5366,116,1074,24/09/2012,09,2012,13:53,F,5,60,1,3779,477,1,1,0,FI,2666,1,CN,TRUE,SAK,1,3,131
1710,BrM,6420,124,1231,12/02/2014,02,2014,08:50,F,4,60,1,4285,477,1,1,0,FI,2845,2,CN,TRUE,FG,1,3,131
1710,BrM,6671,125,1440,13/08/2014,08,2014,14:47,F,7,60,1,4467,477,1,1,1,F,3120,2,CN,TRUE,SAK,2,4,131
1710,BrM,6671,125,1449,20/08/2014,08,2014,09:50,F,4,60,1,4474,477,1,1,1,F,3120,2,CN,TRUE,SAK,2,4,131
1716,BrF,4603,87,267,20/08/2008,08,2008,16:00,F,9,60,0,2223,173,1,1,0,FI,1904,1,CN,TRUE,JC,0,3,116
1716,BrF,5083,105,849,06/08/2011,08,2011,08:08,F,16,60,0,3304,173,1,1,1,F,2388,1,CN,TRUE,MH,0,3,116
1716,BrF,6740,125,1414,27/07/2014,07,2014,09:15,F,11,60,0,4390,70,1,1,1,FI,3162,1,CN,TRUE,KLB,0,2,49
1718,BrM,516,30,755,20/08/2003,08,2003,13:40,F,7,90,1,602,98,1,1,0,F,816,2,CN,TRUE,LB,1,3,66
1718,BrM,718,37,85,28/08/2005,08,2005,08:40,F,21,90,1,1341,98,1,1,1,FI,1144,2,CN,TRUE,CE,1,3,66
1722,BrM,3826,75,186,08/08/2006,08,2006,10:37,F,9,75,1,1807,87,1,1,0,FI,1515,1,CN,TRUE,CE,1,4,59
1729,BrM,459,30,745,25/08/2003,08,2003,07:53,F,18,90,1,723,20,1,1,0,FI,711,1,CN,TRUE,CE,1,3,15
1729,BrM,459,30,760,25/08/2003,08,2003,08:37,F,15,90,1,723,20,1,1,0,F,711,1,CN,TRUE,CE,1,3,15
1729,BrM,577,34,30,18/08/2004,08,2004,07:53,F,19,90,1,1082,20,2,1,0,FI,922,1,CN,TRUE,CE,1,3,15
1729,BrM,577,34,35,25/08/2004,08,2004,08:37,F,15,90,1,1089,20,2,1,0,FI,922,1,CN,TRUE,LB,1,3,15
1729,BrM,660,37,94,03/09/2005,09,2005,08:40,F,19,90,1,1463,20,1,1,1,FI,1035,2,CN,TRUE,KH,0,3,15
1729,BrM,3774,75,129,10/08/2006,08,2006,09:50,F,24,90,1,1804,20,1,1,1,FI,1429,1,CN,TRUE,JC,0,3,15
1729,BrM,6741,125,1484,20/08/2014,08,2014,15:46,F,7,60,1,4736,20,1,1,1,FI,3163,1,CN,TRUE,KLB,0,3,15
1729,BrM,6741,125,1489,25/08/2014,08,2014,11:01,F,13,60,1,4741,20,1,1,1,F,3163,1,CN,TRUE,KLB,0,3,15
1731,BrM,3843,75,193,07/08/2006,08,2006,07:00,F,14,90,1,1478,112,1,1,1,FI,1543,1,CN,TRUE,KH,2,4,78
1731,BrM,4576,87,265,26/08/2008,08,2008,15:12,F,8,60,1,2228,112,1,1,0,FI,1894,2,CN,TRUE,JC,2,5,78
1731,BrM,4775,92,1018,04/09/2009,09,2009,09:00,F,9,60,1,2602,112,1,1,0,FI,2040,2,CN,TRUE,PW,1,3,78
1731,BrM,5033,104,820,16/08/2010,08,2010,11:50,F,6,60,1,2948,112,1,1,1,F,2329,1,CN,TRUE,SP,0,3,78
1740,BrF,459,30,745,25/08/2003,08,2003,07:53,F,10,90,0,714,20,1,1,0,FI,711,1,CN,TRUE,CE,1,3,15
1740,BrF,459,30,760,25/08/2003,08,2003,08:37,F,12,90,0,714,20,1,1,0,F,711,1,CN,TRUE,CE,1,3,15
1740,BrF,577,34,30,18/08/2004,08,2004,07:53,F,10,90,0,1073,20,2,1,0,FI,922,1,CN,TRUE,CE,1,3,15
1740,BrF,577,34,35,25/08/2004,08,2004,08:37,F,11,90,0,1080,20,2,1,0,FI,922,1,CN,TRUE,LB,1,3,15
1740,BrF,3764,75,148,14/08/2006,08,2006,11:05,F,15,90,0,1799,5,1,1,1,FI,1454,1,CN,TRUE,CE,1,3,3.1
1743,BrM,674,37,73,11/08/2005,08,2005,07:39,F,16,90,1,1102,39,1,1,1,FI,1055,1,CN,TRUE,KH,1,4,28.1
1743,BrM,3788,75,146,06/08/2006,08,2006,09:40,F,11,90,1,1462,39,1,1,1,FI,1449,1,CN,TRUE,KH,1,3,28.1
1743,BrM,4522,87,257,20/08/2008,08,2008,15:59,F,6,80,1,2207,39,1,1,0,FI,1863,1,CN,TRUE,AE,0,2,28.1
1744,BrM,602,34,11,28/07/2004,07,2004,08:50,F,14,90,1,1049,60,1,1,1,FI,962,1,CN,TRUE,LB,1,3,43
1744,BrM,602,34,19,05/08/2004,08,2004,10:30,F,12,90,1,1057,60,1,1,1,F,962,1,CN,TRUE,LB,1,3,43
1744,BrM,4999,104,819,14/08/2010,08,2010,12:10,F,11,60,1,3257,60,1,1,1,F,2286,1,CN,TRUE,SP,0,2,43
1750,BrM,444,30,756,21/08/2003,08,2003,07:13,F,26,90,1,388,1,1,1,1,FI,685,3,CN,TRUE,CE,1,3,1
1750,BrM,566,34,33,21/08/2004,08,2004,07:13,F,26,90,1,754,1,2,1,1,FI,905,1,CN,TRUE,CE,1,4,1
1750,BrM,566,34,41,28/08/2004,08,2004,08:12,F,23,90,1,761,1,2,1,1,FI,905,1,CN,TRUE,LB,1,4,1
1750,BrM,646,37,98,04/09/2005,09,2005,07:00,F,2,90,1,1133,1,2,1,1,FI,1010,2,CN,TRUE,KH,1,3,1
1750,BrM,6670,125,1432,10/08/2014,08,2014,14:39,F,5,60,1,4395,1,1,1,1,FI,3082,1,CN,TRUE,KLB,1,3,1
1750,BrM,6670,125,1444,16/08/2014,08,2014,09:58,F,10,60,1,4401,1,1,1,1,F,3082,1,CN,TRUE,SAK,1,3,1
1752,BrM,3794,75,153,02/08/2006,08,2006,16:08,F,6,60,1,1445,47,1,1,1,FI,1463,1,CN,TRUE,CE,1,3,33
1752,BrM,4222,82,222,21/08/2007,08,2007,12:07,F,3,60,1,1829,47,2,2,1,FI,1721,1,CN,TRUE,PS,1,3,33
1752,BrM,4989,104,794,26/08/2010,08,2010,10:15,F,8,60,1,2930,47,1,1,1,FI,2273,2,CN,TRUE,MH,1,4,33
1753,BrF,458,30,766,30/08/2003,08,2003,07:51,F,5,90,0,585,17,2,2,2,FI,710,1,CN,TRUE,CE,0,2,12
1753,BrF,576,34,39,30/08/2004,08,2004,07:51,F,7,90,0,951,16,1,1,1,FI,911,1,CN,TRUE,CE,0,3,11
1753,BrF,659,37,91,20/08/2005,08,2005,07:20,F,16,90,0,1306,16,1,1,1,FI,1018,2,CN,TRUE,KH,1,3,11
1757,BrF,488,30,753,19/08/2003,08,2003,14:20,F,20,90,0,695,58,1,1,1,F,763,1,CN,TRUE,CE,1,3,41.1
1762,BrM,4970,104,823,19/08/2010,08,2010,16:05,F,12,60,1,2870,15,1,1,1,FI,2244,1,CN,TRUE,SP,0,2,10
1762,BrM,6115,122,1106,24/08/2013,08,2013,07:17,F,7,60,1,3971,15,2,2,0,FI,2731,1,CN,TRUE,MB,0,2,10
1762,BrM,6735,125,1379,18/08/2014,08,2014,13:09,F,6,60,1,4330,15,2,2,2,FI,3156,1,CN,TRUE,MB,1,3,10
1762,BrM,6735,125,1384,25/08/2014,08,2014,07:38,F,9,61,1,4337,15,2,2,2,F,3156,1,CN,TRUE,MB,1,3,10
1762,BrM,6735,125,1459,27/08/2014,08,2014,08:30,F,7,60,1,4339,15,2,2,2,F,3156,1,CN,TRUE,SAK,1,3,10
1762,BrM,7057,142,1543,07/08/2015,08,2015,14:09,F,10,60,1,4684,15,1,1,1,FI,3478,1,CN,TRUE,KLB,1,3,10
1762,BrM,7057,142,1597,13/08/2015,08,2015,10:33,F,4,60,1,4690,15,1,1,1,F,3478,1,CN,TRUE,MPD,1,3,10
1762,BrM,7535,159,2461,25/08/2016,08,2016,15:42,F,6,60,1,5068,15,1,1,1,FI,4889,2,CN,TRUE,CD,0,3,10
1762,BrM,7535,159,2475,01/09/2016,09,2016,15:27,F,6,60,1,5075,15,1,1,1,FI,4889,2,CN,TRUE,KLB,0,3,10
1762,BrM,8199,173,2697,07/09/2019,09,2019,13:38,F,3,60,1,6176,15,1,1,1,FI,5344,1,CN,TRUE,TC,1,3,10
1762,BrM,8199,173,2701,16/09/2019,09,2019,13:30,F,1,60,1,6185,15,1,1,1,F,5344,1,CN,TRUE,TC,1,3,10
1763,BrF,648,37,77,15/08/2005,08,2005,14:50,F,10,60,0,1164,3,1,1,1,F,1042,1,CN,TRUE,CE,1,5,2
1763,BrF,3762,75,136,11/08/2006,08,2006,16:02,F,14,90,0,1525,3,2,1,1,F,1436,1,CN,TRUE,CE,2,4,2
