BirdID,Status,BreedGroupID,FieldPeriodID,NestWatchID,WatchDate,Month,Year,StartTime,Behaviour,ProvisioningVisit,ObsDuration,SexEstimate,Age,TerritoryID,ClutchSize,BroodSize,NoFledglings,WatchType,NestID,NestNumber,Island,Accurate,Observer,HelperNumber,GroupSize,TerritoryNumber
823,BrF,2204,21,583,01/07/1996,07,1996,16:30,F,7,60,0,770,13,1,1,0,F,1600,1,CN,TRUE,PE,1,3,8
826,BrF,380,28,535,28/08/1999,08,1999,16:10,F,7,60,0,1920,48,1,1,1,FI,439,2,CN,TRUE,MF,2,4,33.1
827,BrF,53,22,359,09/08/1997,08,1997,07:20,F,5,90,0,1170,63,1,1,0,FI,65,1,CN,TRUE,KO,1,3,46
831,BrM,2127,19,683,04/08/1995,08,1995,10:42,F,13,60,1,430,89,1,1,1,F,1591,1,CN,TRUE,JT,1,3,60
831,BrM,2127,19,1296,02/08/1995,08,1995,15:27,F,16,60,1,428,89,1,1,1,F,1591,1,CN,TRUE,JK,1,3,60
832,BrF,242,25,408,12/08/1998,08,1998,11:55,F,5,60,0,1534,83,1,1,1,FI,275,2,CN,TRUE,KB,0,2,56
832,BrF,242,25,409,24/08/1998,08,1998,16:48,F,12,60,0,1546,83,1,1,1,F,275,2,CN,TRUE,KB,0,2,56
833,BrF,195,25,370,22/07/1998,07,1998,08:00,F,4,60,0,1513,12,1,1,0,FI,308,1,CN,TRUE,KB,0,2,7
833,BrF,195,25,371,20/08/1998,08,1998,10:25,F,4,60,0,1542,12,1,1,0,FI,309,2,CN,TRUE,KB,0,2,7
833,BrF,195,25,373,03/09/1998,09,1998,08:16,F,8,60,0,1556,12,1,1,0,FI,309,2,CN,TRUE,KB,0,2,7
833,BrF,356,28,1199,27/08/1999,08,1999,16:45,F,3,60,0,1914,12,1,1,1,FI,537,2,CN,TRUE,KB,0,2,7
835,BrF,397,28,1180,02/08/1999,08,1999,10:25,F,10,60,0,1888,74,2,2,1,FI,481,3,CN,TRUE,KB,0,2,51.1
835,BrF,397,28,1190,13/08/1999,08,1999,15:05,F,9,60,0,1899,74,2,2,1,F,481,3,CN,TRUE,KB,0,2,51.1
836,BrM,2266,21,582,01/07/1996,07,1996,11:35,F,4,60,1,759,112,1,1,1,F,1601,1,CN,TRUE,JK,1,3,78
840,BrF,200,25,379,29/08/1998,08,1998,11:05,F,9,60,0,1546,20,1,1,0,FI,171,3,CN,TRUE,KB,0,2,15
840,BrF,200,25,381,11/09/1998,09,1998,08:35,F,7,60,0,1559,20,1,1,0,F,171,3,CN,TRUE,KB,0,2,15
840,BrF,362,28,1186,30/08/1999,08,1999,08:30,F,7,60,0,1912,20,1,1,1,F,388,3,CN,TRUE,KB,1,4,15
840,BrF,362,28,1194,17/08/1999,08,1999,09:30,F,9,60,0,1899,20,1,1,1,FI,388,3,CN,TRUE,KB,1,4,15
845,BrF,99,22,347,05/08/1997,08,1997,15:35,F,8,60,0,1144,137,1,1,0,F,127,1,CN,TRUE,KO,0,2,93
845,BrF,268,25,423,04/09/1998,09,1998,16:35,F,7,60,0,1539,137,2,2,1,FI,351,1,CN,TRUE,SG,0,2,93
845,BrF,428,28,529,02/08/1999,08,1999,17:35,F,7,60,0,1871,137,1,1,0,FI,579,1,CN,TRUE,MF,0,2,93
846,BrM,94,22,349,07/08/1997,08,1997,10:30,F,5,60,1,1146,129,1,1,0,FI,119,1,CN,TRUE,KO,0,2,88
847,BrM,269,25,425,12/09/1998,09,1998,10:10,F,5,60,1,1546,138,1,1,0,FI,354,1,CN,TRUE,SG,1,3,94
849,BrM,253,25,410,12/09/1998,09,1998,08:50,F,3,60,1,1545,101,1,1,0,FI,307,3,CN,TRUE,SG,0,2,69
849,BrM,253,25,411,13/09/1998,09,1998,11:50,F,9,60,1,1546,101,1,1,0,FI,307,3,CN,TRUE,SG,0,2,69
849,BrM,414,28,1178,23/09/1999,09,1999,10:00,F,8,60,1,1921,101,2,2,1,F,534,4,CN,TRUE,MF,1,3,69
849,BrM,519,30,724,08/08/2003,08,2003,07:45,F,15,90,1,3336,101,1,1,1,FI,820,1,CN,TRUE,CE,0,3,69
851,BrM,2153,19,633,15/07/1995,07,1995,14:40,F,11,90,1,385,132,1,1,0,F,1596,1,CN,TRUE,JT,0,2,90
853,BrF,65,22,1263,06/08/1997,08,1997,10:50,F,8,60,0,1134,81,1,1,0,FI,78,1,CN,TRUE,KB,0,3,54
859,BrF,23,22,346,04/08/1997,08,1997,14:20,F,12,60,0,1129,15,1,1,0,FI,5,1,CN,TRUE,KB,0,2,10
862,BrF,247,25,443,15/09/1998,09,1998,11:10,F,3,60,0,1534,90,1,1,0,FI,292,2,CN,TRUE,SG,0,3,60.1
865,BrM,65,22,1263,06/08/1997,08,1997,10:50,F,9,60,1,1124,81,1,1,0,FI,78,1,CN,TRUE,KB,0,3,54
866,BrM,68,22,356,12/08/1997,08,1997,09:35,F,7,60,1,1130,87,1,1,0,FI,83,1,CN,TRUE,DR,0,2,59
868,BrM,199,25,377,16/08/1998,08,1998,15:25,F,14,60,1,1139,16,1,1,0,FI,157,1,CN,TRUE,DR,0,2,11
868,BrM,199,25,378,23/08/1998,08,1998,16:50,F,16,60,1,1146,16,1,1,0,F,157,1,CN,TRUE,DR,0,2,11
869,BrF,231,25,434,21/08/1998,08,1998,16:30,F,5,60,0,1144,65,1,1,0,FI,245,2,CN,TRUE,DD,0,2,46.2
869,BrF,231,25,435,23/08/1998,08,1998,15:30,F,5,60,0,1146,65,1,1,0,FI,245,2,CN,TRUE,DD,0,2,46.2
869,BrF,231,25,436,04/09/1998,09,1998,08:15,F,13,60,0,1158,65,1,1,0,F,245,2,CN,TRUE,SG,0,2,46.2
872,BrF,2147,19,642,26/07/1995,07,1995,16:28,F,8,40,0,367,124,1,1,0,F,1595,1,CN,TRUE,JT,0,2,84.1
872,BrF,2271,21,601,25/07/1996,07,1996,17:00,F,7,35,0,732,124,1,1,0,F,2183,1,CN,TRUE,PE,1,3,84.1
872,BrF,2271,21,602,26/07/1996,07,1996,10:05,F,4,25,0,733,124,1,1,0,F,2183,1,CN,TRUE,PE,1,3,84.1
873,BrM,2147,19,642,26/07/1995,07,1995,16:28,F,11,40,1,367,124,1,1,0,F,1595,1,CN,TRUE,JT,0,2,84.1
890,BrM,31,22,344,02/08/1997,08,1997,14:10,F,10,60,1,719,28,1,1,0,FI,32,1,CN,TRUE,KB,0,2,22
890,BrM,207,25,383,11/09/1998,09,1998,11:07,F,6,60,1,1124,28,1,1,0,FI,194,4,CN,TRUE,KB,0,2,22
890,BrM,207,25,384,13/09/1998,09,1998,11:25,F,7,60,1,1126,28,1,1,0,FI,194,4,CN,TRUE,KB,0,2,22
890,BrM,369,28,1209,30/07/1999,07,1999,15:05,F,4,60,1,1446,28,1,1,1,F,411,2,CN,TRUE,KB,0,2,22
911,BrM,649,37,84,21/08/2005,08,2005,14:10,F,5,60,1,4109,4,1,1,1,F,1062,1,CN,TRUE,CE,1,3,3
911,BrM,4498,87,253,28/08/2008,08,2008,15:30,F,4,60,1,5212,4,1,1,0,FI,1846,2,CN,TRUE,ML,2,4,3
912,BrF,15,22,351,09/08/1997,08,1997,15:00,F,16,90,0,1175,1,2,1,0,FI,3,2,CN,TRUE,DR,1,3,1
912,BrF,187,25,364,27/08/1998,08,1998,09:20,F,4,60,0,1558,1,2,2,1,FI,137,1,CN,TRUE,KB,0,2,1
912,BrF,187,25,365,28/08/1998,08,1998,09:30,F,6,60,0,1559,1,2,2,1,FI,137,1,CN,TRUE,KB,0,2,1
912,BrF,187,25,366,08/09/1998,09,1998,08:30,F,11,60,0,1570,1,2,2,1,F,137,1,CN,TRUE,KB,0,2,1
912,BrF,349,28,1175,11/09/1999,09,1999,08:15,F,15,60,0,1938,1,2,1,1,F,365,4,CN,TRUE,MF,0,3,1
912,BrF,349,28,1188,03/09/1999,09,1999,09:55,F,9,60,0,1930,1,2,1,1,FI,365,4,CN,TRUE,KB,0,3,1
912,BrF,444,30,756,21/08/2003,08,2003,07:13,F,4,90,0,3378,1,1,1,1,FI,685,3,CN,TRUE,CE,1,3,1
912,BrF,566,34,33,21/08/2004,08,2004,07:13,F,4,90,0,3744,1,2,1,1,FI,905,1,CN,TRUE,CE,1,4,1
912,BrF,566,34,41,28/08/2004,08,2004,08:12,F,12,90,0,3751,1,2,1,1,FI,905,1,CN,TRUE,LB,1,4,1
912,BrF,646,37,98,04/09/2005,09,2005,07:00,F,3,90,0,4123,1,2,1,1,FI,1010,2,CN,TRUE,KH,1,3,1
914,BrF,417,28,1185,05/08/1999,08,1999,15:10,F,8,60,0,1899,109,1,1,1,F,546,3,CN,TRUE,KB,0,2,76
914,BrF,417,28,1207,24/07/1999,07,1999,10:45,F,14,60,0,1887,109,1,1,1,FI,546,3,CN,TRUE,KB,0,2,76
915,BrF,426,28,1204,17/07/1999,07,1999,15:50,F,5,60,0,1879,129,1,1,0,FI,573,1,CN,TRUE,KB,0,2,88
921,BrM,217,25,391,09/08/1998,08,1998,15:10,F,14,60,1,1534,47,1,1,0,FI,223,3,CN,TRUE,DR,1,3,33
922,BrM,15,22,351,09/08/1997,08,1997,15:00,F,9,90,1,1162,1,2,1,0,FI,3,2,CN,TRUE,DR,1,3,1
922,BrM,187,25,364,27/08/1998,08,1998,09:20,F,5,60,1,1545,1,2,2,1,FI,137,1,CN,TRUE,KB,0,2,1
922,BrM,187,25,365,28/08/1998,08,1998,09:30,F,4,60,1,1546,1,2,2,1,FI,137,1,CN,TRUE,KB,0,2,1
922,BrM,187,25,366,08/09/1998,09,1998,08:30,F,11,60,1,1557,1,2,2,1,F,137,1,CN,TRUE,KB,0,2,1
922,BrM,349,28,1175,11/09/1999,09,1999,08:15,F,8,60,1,1925,1,2,1,1,F,365,4,CN,TRUE,MF,0,3,1
922,BrM,349,28,1188,03/09/1999,09,1999,09:55,F,3,60,1,1917,1,2,1,1,FI,365,4,CN,TRUE,KB,0,3,1
924,BrF,367,28,1181,02/08/1999,08,1999,12:00,F,16,60,0,1883,26,1,1,1,FI,406,2,CN,TRUE,KB,0,3,20
927,BrF,188,25,429,09/09/1998,09,1998,08:40,F,7,60,0,1554,2,1,1,0,FI,135,2,CN,TRUE,KB,0,3,1.1
927,BrF,188,25,430,13/09/1998,09,1998,09:40,F,1,60,0,1558,2,1,1,0,FI,135,2,CN,TRUE,KB,0,3,1.1
929,BrM,23,22,346,04/08/1997,08,1997,14:20,F,7,60,1,1152,15,1,1,0,FI,5,1,CN,TRUE,KB,0,2,10
930,BrF,655,37,48,16/07/2005,07,2005,09:25,F,8,90,0,4056,12,1,1,1,FI,1149,1,CN,TRUE,LB,1,3,7
930,BrF,655,37,53,23/07/2005,07,2005,10:00,F,9,90,0,4063,12,1,1,1,F,1149,1,CN,TRUE,KH,1,3,7
949,BrF,387,28,1174,07/09/1999,09,1999,14:00,F,11,60,0,1496,57,1,1,1,F,455,2,CN,TRUE,MF,0,2,41
951,BrF,407,28,1191,13/08/1999,08,1999,16:40,F,12,60,0,1505,88,1,1,1,FI,508,3,CN,TRUE,KB,0,2,59.1
1017,BrF,257,25,412,27/08/1998,08,1998,12:18,F,6,60,0,2208,110,1,1,1,FI,321,1,CN,TRUE,KB,0,2,77
1017,BrF,257,25,413,30/08/1998,08,1998,09:30,F,14,60,0,2211,110,1,1,1,FI,321,1,CN,TRUE,KB,0,2,77
1017,BrF,418,28,1177,13/09/1999,09,1999,14:20,F,11,60,0,2590,110,1,1,1,FI,549,3,CN,TRUE,MF,0,2,77
1017,BrF,418,28,1179,24/09/1999,09,1999,16:00,F,5,60,0,2601,110,1,1,1,F,549,3,CN,TRUE,MF,0,2,77
1017,BrF,2265,21,622,07/08/1996,08,1996,17:15,F,9,40,0,1458,110,1,1,0,F,3028,2,CN,TRUE,PE,0,3,77
1017,BrF,2265,21,623,07/08/1996,08,1996,15:00,F,4,20,0,1458,110,1,1,0,F,3028,2,CN,TRUE,PE,0,3,77
1018,BrM,257,25,412,27/08/1998,08,1998,12:18,F,8,60,1,1028,110,1,1,1,FI,321,1,CN,TRUE,KB,0,2,77
1018,BrM,257,25,413,30/08/1998,08,1998,09:30,F,9,60,1,1031,110,1,1,1,FI,321,1,CN,TRUE,KB,0,2,77
1018,BrM,418,28,1177,13/09/1999,09,1999,14:20,F,8,60,1,1410,110,1,1,1,FI,549,3,CN,TRUE,MF,0,2,77
1018,BrM,418,28,1179,24/09/1999,09,1999,16:00,F,11,60,1,1421,110,1,1,1,F,549,3,CN,TRUE,MF,0,2,77
1018,BrM,2265,21,622,07/08/1996,08,1996,17:15,F,6,40,1,278,110,1,1,0,F,3028,2,CN,TRUE,PE,0,3,77
1018,BrM,2265,21,623,07/08/1996,08,1996,15:00,F,4,20,1,278,110,1,1,0,F,3028,2,CN,TRUE,PE,0,3,77
1019,BrF,238,25,439,27/08/1998,08,1998,10:57,F,8,60,0,1028,77,3,2,1,FI,265,3,CN,TRUE,KB,2,5,52.1
1019,BrF,238,25,440,28/08/1998,08,1998,15:05,F,4,60,0,1029,77,3,2,1,FI,265,3,CN,TRUE,KB,2,5,52.1
1019,BrF,238,25,441,08/09/1998,09,1998,10:33,F,4,60,0,1040,77,3,2,1,F,265,3,CN,TRUE,KB,2,5,52.1
1024,BrF,3851,75,199,09/08/2006,08,2006,11:05,F,13,90,0,4057,127,1,1,1,FI,1561,1,CN,TRUE,CE,0,2,87
1026,BrF,226,25,400,11/09/1998,09,1998,15:40,F,2,60,0,923,60,1,1,0,FI,237,1,CN,TRUE,KB,0,2,43
1026,BrF,226,25,401,13/09/1998,09,1998,10:15,F,13,60,0,925,60,1,1,0,FI,237,1,CN,TRUE,SG,0,2,43
1028,BrM,434,28,534,20/08/1999,08,1999,09:05,F,6,60,1,1511,155,1,1,0,FI,368,2,CN,TRUE,MF,0,2,101.1
1029,BrM,677,37,82,21/08/2005,08,2005,14:50,F,10,90,1,3348,43,2,1,1,FI,1065,2,CN,TRUE,AK,1,3,30.2
1029,BrM,3791,75,152,24/08/2006,08,2006,10:45,F,15,90,1,3716,43,1,1,1,F,1458,1,CN,TRUE,CE,0,3,30.2
1029,BrM,4525,87,258,30/08/2008,08,2008,11:45,F,6,65,1,4453,43,1,1,0,FI,1865,3,CN,TRUE,JC,2,6,30.2
1029,BrM,4987,104,828,27/08/2010,08,2010,14:40,F,11,60,1,5180,43,1,1,1,FI,2270,2,CN,TRUE,SP,0,4,30.2
1029,BrM,4987,104,829,31/08/2010,08,2010,12:00,F,13,60,1,5184,43,1,1,1,FI,2270,2,CN,TRUE,SP,0,4,30.2
1031,BrM,397,28,1180,02/08/1999,08,1999,10:25,F,12,60,1,1136,74,2,2,1,FI,481,3,CN,TRUE,KB,0,2,51.1
1031,BrM,397,28,1190,13/08/1999,08,1999,15:05,F,9,60,1,1147,74,2,2,1,F,481,3,CN,TRUE,KB,0,2,51.1
1031,BrM,500,30,752,19/08/2003,08,2003,10:35,F,14,90,1,2614,74,1,1,1,FI,786,2,CN,TRUE,LB,1,3,51.1
1032,BrM,226,25,400,11/09/1998,09,1998,15:40,F,9,60,1,811,60,1,1,0,FI,237,1,CN,TRUE,KB,0,2,43
1032,BrM,226,25,401,13/09/1998,09,1998,10:15,F,12,60,1,813,60,1,1,0,FI,237,1,CN,TRUE,SG,0,2,43
1037,BrM,62,22,341,27/07/1997,07,1997,14:33,F,14,90,1,742,76,1,1,1,FI,76,1,CN,TRUE,KB,1,3,52
1037,BrM,62,22,354,09/08/1997,08,1997,07:05,F,18,90,1,755,76,1,1,1,F,76,1,CN,TRUE,KB,1,3,52
1037,BrM,237,25,405,21/08/1998,08,1998,15:20,F,8,60,1,1132,76,2,1,0,FI,266,1,CN,TRUE,DD,0,3,52
1037,BrM,237,25,406,23/08/1998,08,1998,09:36,F,6,60,1,1134,76,2,1,0,FI,266,1,CN,TRUE,KB,0,3,52
1037,BrM,237,25,407,04/09/1998,09,1998,08:10,F,7,60,1,1146,76,2,1,0,F,266,1,CN,TRUE,KB,0,3,52
1037,BrM,398,28,1183,04/08/1999,08,1999,16:40,F,9,60,1,1480,76,1,1,1,F,491,2,CN,TRUE,KB,0,3,52
1037,BrM,398,28,1206,23/07/1999,07,1999,16:40,F,11,60,1,1468,76,1,1,1,FI,491,2,CN,TRUE,KB,0,3,52
1037,BrM,2245,21,624,07/08/1996,08,1996,15:30,F,5,60,1,388,76,1,1,0,F,2890,2,CN,TRUE,PE,0,2,52
1039,BrM,368,28,1197,26/08/1999,08,1999,09:00,F,9,60,1,1502,27,1,1,0,FI,409,3,CN,TRUE,KB,0,2,21
1040,BrM,417,28,1185,05/08/1999,08,1999,15:10,F,6,60,1,1481,109,1,1,1,F,546,3,CN,TRUE,KB,0,2,76
1040,BrM,417,28,1207,24/07/1999,07,1999,10:45,F,5,60,1,1469,109,1,1,1,FI,546,3,CN,TRUE,KB,0,2,76
1040,BrM,522,30,726,09/08/2003,08,2003,14:41,F,16,90,1,2946,109,1,1,1,FI,828,1,CN,TRUE,LB,1,3,76
1040,BrM,724,37,81,20/08/2005,08,2005,08:10,F,19,90,1,3688,109,1,1,1,FI,1153,2,CN,TRUE,AK,1,3,76
1041,BrM,239,25,442,22/08/1998,08,1998,09:50,F,6,60,1,1133,80,1,1,0,FI,269,3,CN,TRUE,KB,0,2,53.1
1042,BrF,391,28,530,05/08/1999,08,1999,08:30,F,10,60,0,1127,63,1,1,1,FI,463,3,CN,TRUE,MF,1,3,46
1042,BrF,391,28,536,17/08/1999,08,1999,08:55,F,20,59,0,1139,63,1,1,1,F,463,3,CN,TRUE,MF,1,3,46
1042,BrF,691,37,58,25/07/2005,07,2005,07:30,F,3,90,0,3308,63,1,1,1,F,1092,1,CN,TRUE,KH,0,4,46
1042,BrF,691,37,65,30/07/2005,07,2005,10:15,F,13,60,0,3313,63,1,1,1,F,1092,1,CN,TRUE,CE,0,4,46
1042,BrF,3807,75,167,12/08/2006,08,2006,08:20,F,12,60,0,3691,63,1,1,1,F,1485,1,CN,TRUE,CE,1,5,46
1042,BrF,3807,75,168,31/07/2006,07,2006,08:25,F,1,90,0,3679,63,1,1,1,FI,1485,1,CN,TRUE,JC,1,5,46
1043,BrF,4294,82,249,24/08/2007,08,2007,09:30,F,1,30,0,4422,165,1,1,1,F,1804,1,CN,TRUE,JC,1,3,108
1047,BrM,258,25,415,04/09/1998,09,1998,10:30,F,6,60,1,768,112,1,1,1,FI,326,2,CN,TRUE,KB,0,2,78
1047,BrM,419,28,1182,03/08/1999,08,1999,16:45,F,15,60,1,1101,112,1,1,0,F,551,2,CN,TRUE,KB,0,2,78
1151,BrM,435,28,531,05/08/1999,08,1999,15:45,F,11,60,1,1127,157,1,1,1,FI,369,1,CN,TRUE,MF,0,2,102
1154,BrM,441,28,1202,11/07/1999,07,1999,15:40,F,8,60,1,1098,169,1,1,1,F,381,1,CN,TRUE,KB,0,2,112
1155,BrF,441,28,1202,11/07/1999,07,1999,15:40,F,16,60,0,1098,169,1,1,1,F,381,1,CN,TRUE,KB,0,2,112
1156,BrM,393,28,533,13/08/1999,08,1999,11:30,F,12,60,1,1133,68,2,2,2,F,464,1,CN,TRUE,MF,0,2,47.1
1159,BrM,238,25,439,27/08/1998,08,1998,10:57,F,4,60,1,778,77,3,2,1,FI,265,3,CN,TRUE,KB,2,5,52.1
1159,BrM,238,25,440,28/08/1998,08,1998,15:05,F,4,60,1,779,77,3,2,1,FI,265,3,CN,TRUE,KB,2,5,52.1
1159,BrM,238,25,441,08/09/1998,09,1998,10:33,F,9,60,1,790,77,3,2,1,F,265,3,CN,TRUE,KB,2,5,52.1
1160,BrF,258,25,415,04/09/1998,09,1998,10:30,F,5,60,0,785,112,1,1,1,FI,326,2,CN,TRUE,KB,0,2,78
1160,BrF,419,28,1182,03/08/1999,08,1999,16:45,F,17,60,0,1118,112,1,1,0,F,551,2,CN,TRUE,KB,0,2,78
1164,BrM,201,25,382,12/08/1998,08,1998,10:22,F,10,60,1,768,22,1,1,1,FI,173,1,CN,TRUE,KB,0,2,16
1164,BrM,201,25,1258,24/08/1998,08,1998,11:10,F,9,60,1,780,22,1,1,1,F,173,1,CN,TRUE,DR,0,2,16
1165,BrM,212,25,387,23/08/1998,08,1998,16:50,F,6,60,1,777,38,1,1,1,FI,3049,4,CN,TRUE,KB,0,3,28
1165,BrM,212,25,388,04/09/1998,09,1998,16:10,F,6,60,1,789,38,1,1,1,F,3049,4,CN,TRUE,KB,0,3,28
1165,BrM,374,28,1195,20/08/1999,08,1999,08:55,F,9,60,1,1139,38,1,1,0,F,424,2,CN,TRUE,KB,1,3,28
1166,BrM,2388,25,431,02/08/1998,08,1998,10:10,F,7,60,1,632,35,1,1,1,FI,204,2,CN,TRUE,KB,0,2,26.1
1166,BrM,2388,25,432,16/08/1998,08,1998,08:17,F,10,60,1,646,35,1,1,1,F,204,2,CN,TRUE,KB,0,2,26.1
1170,BrF,514,30,727,10/08/2003,08,2003,07:47,F,2,90,0,2292,95,2,1,0,FI,812,2,CN,TRUE,CE,1,3,64
1170,BrF,514,30,744,17/08/2003,08,2003,08:43,F,5,90,0,2299,95,2,1,0,F,812,2,CN,TRUE,CE,1,3,64
1170,BrF,615,34,25,10/08/2004,08,2004,07:47,F,2,90,0,2658,95,1,1,0,FI,983,1,CN,TRUE,CE,1,3,64
1170,BrF,615,34,29,17/08/2004,08,2004,08:43,F,5,90,0,2665,95,1,1,0,F,983,1,CN,TRUE,CE,1,3,64
1170,BrF,716,37,95,02/09/2005,09,2005,16:10,F,17,60,0,3046,95,3,3,1,F,1141,2,CN,TRUE,CE,1,3,64
1173,BrF,239,25,442,22/08/1998,08,1998,09:50,F,6,60,0,771,80,1,1,0,FI,269,3,CN,TRUE,KB,0,2,53.1
1177,BrF,439,28,1184,05/08/1999,08,1999,10:00,F,12,60,0,1117,166,1,1,1,F,377,1,CN,TRUE,KB,0,2,109
1177,BrF,439,28,1205,23/07/1999,07,1999,11:55,F,9,60,0,1104,166,1,1,1,FI,377,1,CN,TRUE,KB,0,2,109
1184,BrM,234,25,437,04/09/1998,09,1998,09:25,F,12,60,1,775,72,1,1,0,FI,255,1,CN,TRUE,SG,0,2,50.1
1184,BrM,234,25,438,13/09/1998,09,1998,11:40,F,5,60,1,784,72,1,1,0,FI,255,1,CN,TRUE,DR,0,2,50.1
1185,BrM,264,25,422,07/09/1998,09,1998,09:10,F,8,60,1,777,125,1,1,1,F,342,3,CN,TRUE,SG,1,3,85
1186,BrF,234,25,437,04/09/1998,09,1998,09:25,F,7,60,0,780,72,1,1,0,FI,255,1,CN,TRUE,SG,0,2,50.1
1186,BrF,234,25,438,13/09/1998,09,1998,11:40,F,6,60,0,789,72,1,1,0,FI,255,1,CN,TRUE,DR,0,2,50.1
1187,BrM,353,28,1176,12/09/1999,09,1999,16:15,F,11,60,1,1031,5,2,2,2,F,430,2,CN,TRUE,MF,1,3,3.1
1187,BrM,448,30,758,23/08/2003,08,2003,09:13,F,13,90,1,2472,5,2,2,2,FI,740,2,CN,TRUE,CE,0,3,3.1
1187,BrM,3764,75,148,14/08/2006,08,2006,11:05,F,6,90,1,3559,5,1,1,1,FI,1454,1,CN,TRUE,CE,1,3,3.1
1187,BrM,4962,104,822,19/08/2010,08,2010,15:50,F,7,60,1,5025,5,1,1,1,FI,2230,1,CN,TRUE,SP,1,3,3.1
1196,BrM,407,28,1191,13/08/1999,08,1999,16:40,F,11,60,1,1116,88,1,1,1,FI,508,3,CN,TRUE,KB,0,2,59.1
1196,BrM,3827,75,184,19/08/2006,08,2006,08:57,F,11,60,1,3679,88,1,1,1,F,1514,1,CN,TRUE,CE,0,3,59.1
1198,BrM,261,25,1210,01/09/1998,09,1998,08:48,F,6,60,1,778,117,2,2,0,FI,335,2,CN,TRUE,KB,0,2,82
1198,BrM,261,25,1257,15/09/1998,09,1998,09:15,F,7,60,1,792,117,2,2,0,F,335,2,CN,TRUE,SG,0,2,82
1198,BrM,261,25,1259,31/08/1998,08,1998,08:22,F,4,60,1,777,117,2,2,0,FI,335,2,CN,TRUE,DR,0,2,82
1199,BrM,521,30,746,18/08/2003,08,2003,11:07,F,16,90,1,2590,108,1,1,1,F,826,1,CN,TRUE,LB,1,3,75
1200,BrF,393,28,533,13/08/1999,08,1999,11:30,F,13,60,0,1122,68,2,2,2,F,464,1,CN,TRUE,MF,0,2,47.1
1203,BrM,222,25,399,16/09/1998,09,1998,09:55,F,6,60,1,782,54,1,1,1,FI,230,2,CN,TRUE,SG,0,2,38
1203,BrM,385,28,1203,17/07/1999,07,1999,11:25,F,7,60,1,1086,54,1,1,1,FI,452,2,CN,TRUE,KB,0,2,38
1209,BrM,457,30,719,06/08/2003,08,2003,14:10,F,13,90,1,2211,16,1,1,1,FI,699,1,CN,TRUE,LB,1,3,11
1212,BrM,41,22,360,14/08/1997,08,1997,10:50,F,6,90,1,381,48,2,2,1,F,44,1,CN,TRUE,KB,1,3,33.1
1212,BrM,380,28,535,28/08/1999,08,1999,16:10,F,5,60,1,1125,48,1,1,1,FI,439,2,CN,TRUE,MF,2,4,33.1
1214,BrM,469,30,742,16/08/2003,08,2003,10:57,F,3,45,1,2324,33,1,1,1,F,728,1,CN,TRUE,CE,0,3,25
1222,BrF,472,30,765,29/08/2003,08,2003,08:20,F,14,90,0,2113,40,2,1,1,FI,738,3,CN,TRUE,CE,0,3,29
1246,BrF,208,25,385,08/08/1998,08,1998,12:05,F,7,60,0,583,30,1,1,1,F,196,1,CN,TRUE,DR,1,3,23
1246,BrF,208,25,386,17/08/1998,08,1998,16:00,F,9,60,0,592,30,1,1,1,F,196,1,CN,TRUE,DR,1,3,23
1246,BrF,370,28,532,09/08/1999,08,1999,09:15,F,8,60,0,949,30,1,1,1,F,413,2,CN,TRUE,MF,1,4,23
1246,BrF,370,28,1208,30/07/1999,07,1999,11:55,F,8,60,0,939,30,1,1,1,FI,413,2,CN,TRUE,KB,1,4,23
1272,BrF,547,30,740,16/08/2003,08,2003,15:07,F,3,90,0,2394,168,2,1,1,F,700,1,CN,TRUE,LB,2,4,111
1274,BrM,219,25,392,08/08/1998,08,1998,10:20,F,11,60,1,569,49,1,1,0,FI,224,1,CN,TRUE,DR,1,3,34
1287,BrM,648,37,77,15/08/2005,08,2005,14:50,F,10,60,1,2830,3,1,1,1,F,1042,1,CN,TRUE,CE,1,5,2
1345,BrF,201,25,382,12/08/1998,08,1998,10:22,F,8,60,0,415,22,1,1,1,FI,173,1,CN,TRUE,KB,0,2,16
1345,BrF,201,25,1258,24/08/1998,08,1998,11:10,F,8,60,0,427,22,1,1,1,F,173,1,CN,TRUE,DR,0,2,16
1346,BrF,368,28,1197,26/08/1999,08,1999,09:00,F,6,60,0,649,27,1,1,0,FI,409,3,CN,TRUE,KB,0,2,21
1347,BrF,213,25,390,01/09/1998,09,1998,11:11,F,3,60,0,410,40,1,1,0,FI,210,2,CN,TRUE,KB,0,2,29
1356,BrM,4756,92,996,21/08/2009,08,2009,10:30,F,6,60,1,4399,82,1,1,1,FI,2012,1,CN,TRUE,LAB,0,2,55
1359,BrM,463,30,736,15/08/2003,08,2003,10:05,F,13,90,1,1840,25,1,1,1,FI,719,1,CN,TRUE,LB,1,4,19
1361,BrF,4225,82,224,08/09/2007,09,2007,14:51,F,2,60,0,3306,51,1,1,,FI,1725,1,CN,TRUE,PS,1,4,35
1361,BrF,4531,87,259,28/08/2008,08,2008,10:19,F,6,60,0,3661,51,1,1,0,FI,1870,1,CN,TRUE,JC,1,3,35
1369,BrF,602,34,11,28/07/2004,07,2004,08:50,F,5,90,0,2562,60,1,1,1,FI,962,1,CN,TRUE,LB,1,3,43
1369,BrF,602,34,19,05/08/2004,08,2004,10:30,F,11,90,0,2570,60,1,1,1,F,962,1,CN,TRUE,LB,1,3,43
