"","BirdID","Status","BreedGroupID","Mate","NoFeeds","FeedsPerHour","NestWatchID","WatchDate","Month","Year2","TerritoryID","ObsDuration","LastBTO","SexEstimate","TerritoryNumber","TQ","Observer","LastColourRing","Island","NoH","StartTime","NestNumber","SumOfFeedsPerHour","NestID","Helper01","TotalFeeds","TotalFeedsPerHour","ClutchSize","BroodSize","NoFledglings","X.UkUR","WatchType","TQcorrected","FieldPeriodID","FPID_Month","MonthlyInsects","AvgOfTQcorrected","TQc_Combined","AnnualInsects","No_M_H","No_F_H","GroupSize","MateID","TID","BGID","NID","NWID","Obs","Year","FeedsHour","LogFeedsPerHour","sqrtFeedsPerHour","NoOffspring"
"1194","5638","BrM",6818,5545,2,2,1514,2020-02-18,"2",2015,177,60,"V267592",1,120,0.08782071,"LLD","VN/KX","CN",0,"10:12",1,5,3438,"0",5,5,1,1,0,0,"FI",7412.79732,139,"139_2",1164,NA,7412.79732,3.045608346,0,0,3,"5545","177","6818","3438","1514","LLD","2015",2,0.693147180559945,1.4142135623731,1
"1196","5639","BrM",6718,5749,10,10,1498,2020-08-30,"8",2014,123,60,"V267594",1,84,-0.062416983,"KLB","YG/KX","CN",0,"14:01",1,19,3135,"0",19,19,1,1,1,0,"F",4094.580981,125,"125_8",1437,NA,4094.580981,4.287076423,0,0,2,"5749","123","6718","3135","1498","KLB","2014",10,2.30258509299405,3.16227766016838,1
"1197","5641","BrF",6710,5776,3,3,1488,2020-08-25,"8",2014,55,60,"V267581",0,39,0.067398868,"KLB","EW/KX","CN",1,"09:49",1,10,3126,"1",10,10,1,1,0,0,"FI",20275.80284,125,"125_8",1437,NA,20275.80284,4.287076423,0,1,3,"5776","55","6710","3126","1488","KLB","2014",3,1.09861228866811,1.73205080756888,1
"1198","5641","BrF",6710,5776,6,6,1463,2020-08-30,"8",2014,55,60,"V267581",0,39,0.067398868,"SAK","EW/KX","CN",1,"07:52",1,23,3126,"1",23,23,1,1,0,0,"F",20275.80284,125,"125_8",1437,NA,20275.80284,4.287076423,0,1,3,"5776","55","6710","3126","1463","SAK","2014",6,1.79175946922805,2.44948974278318,1
"1201","5643","BrM",6679,4965,4,4,1349,2020-08-02,"8",2014,127,60,"V267584",1,87,-0.022159614,"HE","RR/RX","CN",0,"09:15",1,11,3091,"0",11,11,1,1,1,0,"F",28900.65673,125,"125_8",1437,NA,28900.65673,4.287076423,0,0,4,"4965","127","6679","3091","1349","HE","2014",4,1.38629436111989,2,1
"1202","5643","BrM",6679,4965,6,6,1412,2020-07-25,"7",2014,127,60,"V267584",1,87,-0.022159614,"KLB","RR/RX","CN",0,"09:22",1,13,3091,"0",13,13,1,1,1,7.692307692,"FI",28900.65673,125,"125_7",1576,NA,28900.65673,4.287076423,0,0,4,"4965","127","6679","3091","1412","KLB","2014",6,1.79175946922805,2.44948974278318,1
"1203","5657","BrF",6115,1762,4,4,1106,2020-08-24,"8",2013,15,60,"X784005",0,10,0.57954231,"MB","RR/KX","CN",0,"07:17",1,11,2731,"0",11,11,2,2,0,0,"FI",35187.41192,122,"122_8",2045,NA,35187.41192,3.248186294,0,0,2,"1762","15","6115","2731","1106","MB","2013",4,1.38629436111989,2,2
"1204","5657","BrF",6735,1762,4,4,1379,2020-08-18,"8",2014,15,60,"X784005",0,10,0.57954231,"MB","RR/KX","CN",1,"13:09",1,12,3156,"1",12,12,2,2,2,0,"FI",63674.70571,125,"125_8",1437,NA,63674.70571,4.287076423,0,1,3,"1762","15","6735","3156","1379","MB","2014",4,1.38629436111989,2,2
"1205","5657","BrF",6115,1762,7,6.885245902,1118,2020-08-29,"8",2013,15,61,"X784005",0,10,0.57954231,"MB","RR/KX","CN",0,"08:48",1,9.836065574,2731,"0",10,9.836065574,2,2,0,0,"F",35187.41192,122,"122_8",2045,NA,35187.41192,3.248186294,0,0,2,"1762","15","6115","2731","1118","MB","2013",6.88524590163934,1.9293808471041,2.62397520986765,2
"1207","5657","BrF",6735,1762,13,13,1459,2020-08-27,"8",2014,15,60,"X784005",0,10,0.57954231,"SAK","RR/KX","CN",1,"08:30",1,30,3156,"1",30,30,2,2,2,0,"F",63674.70571,125,"125_8",1437,NA,63674.70571,4.287076423,0,1,3,"1762","15","6735","3156","1459","SAK","2014",13,2.56494935746154,3.60555127546399,2
"1208","5679","BrM",6738,5769,8,8,1507,2020-09-09,"9",2014,36,60,"X784010",1,26.5,0.050249415,"KLB","RL/KX","CN",1,"11:12",2,24,3203,"1",24,24,1,1,1,0,"FI",13240.55482,125,"125_9",2956,NA,13240.55482,4.287076423,1,0,3,"5769","36","6738","3203","1507","KLB","2014",8,2.07944154167984,2.82842712474619,1
"1210","5749","BrF",6718,5639,9,9,1498,2020-08-30,"8",2014,123,60,"X784019",0,84,-0.062416983,"KLB","KX/GY","CN",0,"14:01",1,19,3135,"0",19,19,1,1,1,0,"F",4094.580981,125,"125_8",1437,NA,4094.580981,4.287076423,0,0,2,"5639","123","6718","3135","1498","KLB","2014",9,2.19722457733622,3,1
"1211","5750","BrF",6698,5072,14,14,1457,2020-08-26,"8",2014,30,60,"X784020",0,23,-0.264612884,"SAK","LB/KX","CN",0,"11:15",1,28,3111,"0",28,28,1,1,1,0,"FL",9996.875721,125,"125_8",1437,NA,9996.875721,4.287076423,0,0,2,"5072","30","6698","3111","1457","SAK","2014",14,2.63905732961526,3.74165738677394,1
"1214","5764","BrM",6133,4896,7,7,1105,2020-08-25,"8",2013,48,60,"X784028",1,33.1,0.052658031,"LMG","LY/NX","CN",0,"08:30",1,12,2745,"0",12,12,1,1,0,0,"F",41619.93415,122,"122_8",2045,NA,41619.93415,3.248186294,0,0,2,"4896","48","6133","2745","1105","LMG","2013",7,1.94591014905531,2.64575131106459,1
"1215","5764","BrM",6729,4896,9,9,1387,2020-08-26,"8",2014,48,60,"X784028",1,33.1,0.052658031,"MB","LY/NX","CN",0,"09:40",2,18,3160,"0",18,18,1,1,1,5.555555556,"FI",24224.09646,125,"125_8",1437,NA,24224.09646,4.287076423,0,0,2,"4896","48","6729","3160","1387","MB","2014",9,2.19722457733622,3,1
"1216","5764","BrM",6729,4896,10,10,1451,2020-08-20,"8",2014,48,60,"X784028",1,33.1,0.052658031,"SAK","LY/NX","CN",0,"15:04",2,17,3160,"0",17,17,1,1,1,0,"F",24224.09646,125,"125_8",1437,NA,24224.09646,4.287076423,0,0,2,"4896","48","6729","3160","1451","SAK","2014",10,2.30258509299405,3.16227766016838,1
"1217","5766","BrF",6699,4890,6,6,1445,2020-08-16,"8",2014,39,60,"X784030",0,28.1,-0.233484306,"SAK","GL/NX","CN",1,"11:05",1,11,3112,"1",11,11,1,1,1,0,"FI",11298.71102,125,"125_8",1437,NA,11298.71102,4.287076423,0,1,3,"4890","39","6699","3112","1445","SAK","2014",6,1.79175946922805,2.44948974278318,1
"1218","5766","BrF",6699,4890,6,6,1494,2020-08-27,"8",2014,39,60,"X784030",0,28.1,-0.233484306,"KLB","GL/NX","CN",0,"14:50",1,8,3112,"0",8,8,1,1,1,0,"FI",11298.71102,125,"125_8",1437,NA,11298.71102,4.287076423,0,0,3,"4890","39","6699","3112","1494","KLB","2014",6,1.79175946922805,2.44948974278318,1
"1219","5766","BrF",6147,4890,8,8,1154,2020-09-12,"9",2013,39,60,"X784030",0,28.1,-0.233484306,"SAK","GL/NX","CN",0,"11:00",1,19,2763,"0",19,19,1,1,1,0,"FL",12096.54608,122,"122_9",1113,NA,12096.54608,3.248186294,0,0,2,"4890","39","6147","2763","1154","SAK","2013",8,2.07944154167984,2.82842712474619,1
"1220","5766","BrF",6699,4890,8,8,1373,2020-08-22,"8",2014,39,60,"X784030",0,28.1,-0.233484306,"MB","GL/NX","CN",0,"07:49",1,12,3112,"0",12,12,1,1,1,0,"F",11298.71102,125,"125_8",1437,NA,11298.71102,4.287076423,0,0,3,"4890","39","6699","3112","1373","MB","2014",8,2.07944154167984,2.82842712474619,1
"1221","5769","BrF",6738,5679,8,8,1507,2020-09-09,"9",2014,36,60,"X784033",0,26.5,0.050249415,"KLB","OG/NX","CN",1,"11:12",2,24,3203,"1",24,24,1,1,1,0,"FI",13240.55482,125,"125_9",2956,NA,13240.55482,4.287076423,1,0,3,"5679","36","6738","3203","1507","KLB","2014",8,2.07944154167984,2.82842712474619,1
"1223","5775","BrM",6114,5284,1,1,1140,2020-09-04,"9",2013,14,60,"X784039",1,9,-0.04437128,"LMG","YL/NX","CN",0,"08:19",1,6,2730,"0",6,6,1,1,0,0,"FI",27187.13568,122,"122_9",1113,NA,27187.13568,3.248186294,0,0,3,"5284","14","6114","2730","1140","LMG","2013",1,0,1,1
"1225","5776","BrM",6710,5641,3,3,1488,2020-08-25,"8",2014,55,60,"X784040",1,39,0.067398868,"KLB","WB/KX","CN",1,"09:49",1,10,3126,"1",10,10,1,1,0,0,"FI",20275.80284,125,"125_8",1437,NA,20275.80284,4.287076423,0,1,3,"5641","55","6710","3126","1488","KLB","2014",3,1.09861228866811,1.73205080756888,1
"1226","5776","BrM",6710,5641,8,8,1463,2020-08-30,"8",2014,55,60,"X784040",1,39,0.067398868,"SAK","WB/KX","CN",1,"07:52",1,23,3126,"1",23,23,1,1,0,0,"F",20275.80284,125,"125_8",1437,NA,20275.80284,4.287076423,0,1,3,"5641","55","6710","3126","1463","SAK","2014",8,2.07944154167984,2.82842712474619,1
"1227","5779","BrM",6712,5613,16,16,1485,2020-08-22,"8",2014,58,60,"X784043",1,41.1,0.015406576,"KLB","NV/NX","CN",0,"13:50",1,31,3128,"0",31,31,1,1,1,0,"F",30925.78436,125,"125_8",1437,NA,30925.78436,4.287076423,0,0,2,"5613","58","6712","3128","1485","KLB","2014",16,2.77258872223978,4,1
"1228","5780","BrM",6449,1826,1,1,1246,2020-02-16,"2",2014,9,60,"X784044",1,6,0.216688472,"HE","NR/KX","CN",0,"10:02",1,6,2859,"0",6,6,1,1,1,0,"F",46271.25337,124,"124_2",2347,NA,46271.25337,5.478684885,0,0,2,"1826","9","6449","2859","1246","HE","2014",1,0,1,1
"1232","5783","BrM",5346,5323,10,10,1034,2020-08-20,"8",2012,127,60,"X784047",1,87,-0.022159614,"DJW","EL/KX","CN",1,"10:50",1,44,2617,"1",44,44,1,1,1,0,"FI",8372.239385,116,"116_8",1183,NA,8372.239385,4.048605441,0,1,3,"5323","127","5346","2617","1034","DJW","2012",10,2.30258509299405,3.16227766016838,1
"1236","5820","BrM",6730,5625,7,7,1466,2020-09-02,"9",2014,112,60,"X784065",1,78,-0.061008963,"SAK","OO/RX","CN",0,"14:19",1,14,3151,"0",14,14,1,1,1,0,"F",6621.615469,125,"125_9",2956,NA,6621.615469,4.287076423,0,0,4,"5625","112","6730","3151","1466","SAK","2014",7,1.94591014905531,2.64575131106459,1
"1238","5820","BrM",6411,5625,8,8,1253,2020-02-22,"2",2014,112,60,"X784065",1,78,-0.061008963,"FG","OO/RX","CN",1,"09:05",1,23,2812,"1",23,23,1,1,0,8.695652174,"FI",25864.58539,124,"124_2",2347,NA,25864.58539,5.478684885,1,0,3,"5625","112","6411","2812","1253","FG","2014",8,2.07944154167984,2.82842712474619,1
"1239","5820","BrM",6128,5625,14,14,1157,2020-09-17,"9",2013,112,60,"X784065",1,78,-0.061008963,"SAK","OO/RX","CN",0,"11:59",1,28,2750,"0",28,28,1,1,1,0,"FL",29298.77805,122,"122_9",1113,NA,29298.77805,3.248186294,0,0,2,"5625","112","6128","2750","1157","SAK","2013",14,2.63905732961526,3.74165738677394,1
"1240","5822","BrM",6443,3567,5,5,1236,2020-02-13,"2",2014,83,60,"X784067",1,56,-0.122256295,"FG","LR/RX","CN",0,"08:20",1,13,2848,"0",13,13,1,1,1,0,"F",20377.86956,124,"124_2",2347,NA,20377.86956,5.478684885,0,0,2,"3567","83","6443","2848","1236","FG","2014",5,1.6094379124341,2.23606797749979,1
"1241","5825","BrF",6750,6027,17,17,1468,2020-09-03,"9",2014,33,60,"X784059",0,25,-0.152448669,"SAK","BW/RX","CN",0,"10:53",1,23,3183,"0",23,23,1,1,1,0,"FI",4940.645646,125,"125_9",2956,NA,4940.645646,4.287076423,0,0,2,"6027","33","6750","3183","1468","SAK","2014",17,2.83321334405622,4.12310562561766,1
"1243","5828","BrM",5313,1763,7,7,1040,2020-08-21,"8",2012,3,60,"X784056",1,2,0.232241865,"VS","NY/EX","CN",1,"07:38",2,16,2580,"1",16,16,1,1,1,6.25,"FI",16579.04646,116,"116_8",1183,NA,16579.04646,4.048605441,0,1,3,"1763","3","5313","2580","1040","VS","2012",7,1.94591014905531,2.64575131106459,1
"1244","5829","BrM",6145,5536,1,1,1108,2020-08-23,"8",2013,490,60,"X784055",1,134,0.211731942,"HE","OO/KX","CN",0,"08:21",1,4,2720,"0",4,4,2,2,2,0,"F",28529.34517,122,"122_8",2045,NA,28529.34517,3.248186294,0,0,3,"5536","490","6145","2720","1108","HE","2013",1,0,1,2
"1246","5829","BrM",6662,3086,8,8,1455,2020-08-25,"8",2014,3,60,"X784055",1,2,0.232241865,"SAK","OO/KX","CN",1,"10:42",2,20,3215,"1",20,20,1,1,1,10,"FI",35642.61837,125,"125_8",1437,NA,35642.61837,4.287076423,0,1,3,"3086","3","6662","3215","1455","SAK","2014",8,2.07944154167984,2.82842712474619,1
"1249","5834","BrM",6673,3608,5,5,1462,2020-08-29,"8",2014,50,60,"X784062",1,34.5,-0.010609193,"SAK","LV/RX","CN",1,"15:28",2,12,3195,"1",12,12,1,1,0,0,"FI",9571.81651,125,"125_8",1437,NA,9571.81651,4.287076423,0,1,3,"3608","50","6673","3195","1462","SAK","2014",5,1.6094379124341,2.23606797749979,1
"1250","5834","BrM",6673,3608,7,7,1503,2020-09-04,"9",2014,50,60,"X784062",1,34.5,-0.010609193,"KLB","LV/RX","CN",1,"14:33",2,23,3195,"1",23,23,1,1,0,0,"FI",9571.81651,125,"125_9",2956,NA,9571.81651,4.287076423,0,1,3,"3608","50","6673","3195","1503","KLB","2014",7,1.94591014905531,2.64575131106459,1
"1251","5836","BrM",6150,3594,2,2,1123,2020-08-31,"8",2013,172,60,"X784064",1,123,-0.131592537,"MB","GW/RX","CN",0,"07:40",1,2,2766,"0",2,2,1,1,0,0,"FI",10384.55382,122,"122_8",2045,NA,10384.55382,3.248186294,0,0,2,"3594","172","6150","2766","1123","MB","2013",2,0.693147180559945,1.4142135623731,1
"1252","5836","BrM",6150,3594,9,9,1139,2020-09-03,"9",2013,172,60,"X784064",1,123,-0.131592537,"LMG","GW/RX","CN",0,"10:15",1,26,2766,"0",26,26,1,1,0,0,"F",10384.55382,122,"122_9",1113,NA,10384.55382,3.248186294,0,0,2,"3594","172","6150","2766","1139","LMG","2013",9,2.19722457733622,3,1
"1253","5837","BrM",6104,1605,5,5,1149,2020-09-12,"9",2013,8,60,"X784069",1,5,0.059081271,"MB","NW/BX","CN",0,"12:20",1,28,2721,"0",28,28,1,1,1,3.571428571,"FL",44514.69774,122,"122_9",1113,NA,44514.69774,3.248186294,0,0,3,"1605","8","6104","2721","1149","MB","2013",5,1.6094379124341,2.23606797749979,1
"1254","5837","BrM",6104,1605,10,10,1114,2020-08-26,"8",2013,8,60,"X784069",1,5,0.059081271,"MB","NW/BX","CN",1,"08:48",1,28,2721,"1",28,28,1,1,1,0,"F",44514.69774,122,"122_8",2045,NA,44514.69774,3.248186294,0,1,3,"1605","8","6104","2721","1114","MB","2013",10,2.30258509299405,3.16227766016838,1
"1255","5838","BrF",6691,2991,7,6.666666667,1378,2020-08-18,"8",2014,179,63,"X784070",0,122,-0.004387128,"MB","VY/BX","CN",0,"11:21",1,16.19047619,3104,"0",17,16.19047619,1,1,1,0,"F",7460.489149,125,"125_8",1437,NA,7460.489149,4.287076423,0,0,2,"2991","179","6691","3104","1378","MB","2014",6.66666666666667,1.89711998488588,2.58198889753616,1
"1256","5838","BrF",6442,2991,9,9,1232,2020-02-12,"2",2014,179,60,"X784070",0,122,-0.004387128,"FG","VY/BX","CN",0,"10:05",1,21,2847,"0",21,21,1,1,1,9.523809524,"F",41939.16227,124,"124_2",2347,NA,41939.16227,5.478684885,0,0,2,"2991","179","6442","2847","1232","FG","2014",9,2.19722457733622,3,1
"1257","5838","BrF",6691,2991,11,10.81967213,1406,2020-08-23,"8",2014,179,61,"X784070",0,122,-0.004387128,"MB","VY/BX","CN",0,"07:32",1,18.68852459,3104,"0",19,18.68852459,1,1,1,5.263157895,"F",7460.489149,125,"125_8",1437,NA,7460.489149,4.287076423,0,0,2,"2991","179","6691","3104","1406","MB","2014",10.8196721311475,2.38136597084716,3.28932700259491,1
"1258","5843","BrF",6751,5453,6,6,1499,2020-09-03,"9",2014,28,60,"X784075",0,22,-0.204625821,"KLB","ON/BX","CN",1,"09:15",1,16,3184,"1",16,16,2,2,0,0,"FI",8600.078841,125,"125_9",2956,NA,8600.078841,4.287076423,0,1,3,"5453","28","6751","3184","1499","KLB","2014",6,1.79175946922805,2.44948974278318,2
"1259","5843","BrF",6751,5453,6,6,1506,2020-09-09,"9",2014,28,60,"X784075",0,22,-0.204625821,"KLB","ON/BX","CN",1,"10:06",1,16,3184,"1",16,16,2,2,0,0,"F",8600.078841,125,"125_9",2956,NA,8600.078841,4.287076423,0,1,3,"5453","28","6751","3184","1506","KLB","2014",6,1.79175946922805,2.44948974278318,2
"1260","5845","BrF",6674,5249,6,6,1450,2020-08-20,"8",2014,94,60,"X784077",0,63,0.09603425,"SAK","EL/RX","CN",2,"11:38",2,14,3121,"1",14,14,1,1,1,7.142857143,"FI",25806.31861,125,"125_8",1437,NA,25806.31861,4.287076423,NA,NA,4,"5249","94","6674","3121","1450","SAK","2014",6,1.79175946922805,2.44948974278318,1
"1262","5845","BrF",6161,5249,22,22,1156,2020-09-16,"9",2013,94,60,"X784077",0,63,0.09603425,"SAK","EL/RX","CN",0,"11:08",1,23,2777,"0",23,23,1,1,1,0,"FL",21014.30065,122,"122_9",1113,NA,21014.30065,3.248186294,0,0,3,"5249","94","6161","2777","1156","SAK","2013",22,3.09104245335832,4.69041575982343,1
"1263","5847","BrM",6106,4917,3,3,1128,2020-08-31,"8",2013,71,60,"X784079",1,50,-0.108803545,"LMG","GW/EX","CN",1,"09:40",1,17,2733,"1",17,17,1,1,0,0,"F",59524.01841,122,"122_8",2045,NA,59524.01841,3.248186294,0,1,3,"4917","71","6106","2733","1128","LMG","2013",3,1.09861228866811,1.73205080756888,1
"1264","5847","BrM",6106,4917,5,5,1143,2020-09-05,"9",2013,71,60,"X784079",1,50,-0.108803545,"LMG","GW/EX","CN",1,"08:25",1,24,2733,"1",24,24,1,1,0,0,"F",59524.01841,122,"122_9",1113,NA,59524.01841,3.248186294,0,1,3,"4917","71","6106","2733","1143","LMG","2013",5,1.6094379124341,2.23606797749979,1
"1266","5847","BrM",6697,4917,5,5,1504,2020-09-05,"9",2014,71,60,"X784079",1,50,-0.108803545,"KLB","GW/EX","CN",1,"11:38",2,37,3150,"1",37,37,2,2,2,8.108108108,"F",8340.781565,125,"125_9",2956,NA,8340.781565,4.287076423,0,1,3,"4917","71","6697","3150","1504","KLB","2014",5,1.6094379124341,2.23606797749979,2
"1268","5851","BrF",6447,1533,3,3,1241,2020-02-15,"2",2014,99,60,"X784083",0,67,-0.226250357,"HE","BE/EX","CN",0,"08:11",1,5,2854,"0",5,5,1,1,0,0,"FI",17714.82581,124,"124_2",2347,NA,17714.82581,5.478684885,0,0,2,"1533","99","6447","2854","1241","HE","2014",3,1.09861228866811,1.73205080756888,1
"1269","5855","BrM",6753,3094,5,5,1461,2020-08-29,"8",2014,53,60,"X784326",1,37,0.238343219,"SAK","WW/BX","CN",0,"14:24",1,6,3190,"0",6,6,1,1,1,0,"FI",24210.08588,125,"125_8",1437,NA,24210.08588,4.287076423,0,0,2,"3094","53","6753","3190","1461","SAK","2014",5,1.6094379124341,2.23606797749979,1
"1270","5855","BrM",6753,3094,9,9,1470,2020-09-04,"9",2014,53,60,"X784326",1,37,0.238343219,"SAK","WW/BX","CN",0,"14:32",1,17,3190,"0",17,17,1,1,1,0,"F",24210.08588,125,"125_9",2956,NA,24210.08588,4.287076423,0,0,2,"3094","53","6753","3190","1470","SAK","2014",9,2.19722457733622,3,1
"1272","5901","BrF",6431,6019,10,10,1224,2020-02-06,"2",2014,63,60,"L921100",0,46,0.179861486,"HE","LG/NX","CN",0,"08:15",1,11,2835,"0",11,11,1,1,0,0,"FI",23132.04012,124,"124_2",2347,NA,23132.04012,5.478684885,0,0,4,"6019","63","6431","2835","1224","HE","2014",10,2.30258509299405,3.16227766016838,1
"1273","5901","BrF",6661,6019,19,19,1464,2020-09-01,"9",2014,63,60,"L921100",0,46,0.179861486,"SAK","LG/NX","CN",2,"10:47",4,38,3189,"1",38,38,2,2,2,0,"F",20507.47601,125,"125_9",2956,NA,20507.47601,4.287076423,1,1,5,"6019","63","6661","3189","1464","SAK","2014",19,2.94443897916644,4.35889894354067,2
"1276","5904","BrM",6681,5173,1,1,1339,2020-07-12,"7",2014,129,60,"L921029",1,88,-0.011596879,"HE","LE/NX","CN",0,"11:06",2,5,3093,"0",5,5,1,1,1,0,"FL",11599.30138,125,"125_7",1576,NA,11599.30138,4.287076423,0,0,2,"5173","129","6681","3093","1339","HE","2014",1,0,1,1
"1277","5904","BrM",6681,5173,12,12,1472,2020-09-09,"9",2014,129,60,"L921029",1,88,-0.011596879,"SAK","LE/NX","CN",0,"09:34",2,17,3217,"0",17,17,1,1,0,0,"FI",11599.30138,125,"125_9",2956,NA,11599.30138,4.287076423,0,0,2,"5173","129","6681","3217","1472","SAK","2014",12,2.484906649788,3.46410161513775,1
"1278","6014","BrM",6707,6048,10,10,1422,2020-07-31,"7",2014,59,60,"L921040",1,42,0.415902146,"KLB","NW/KX","CN",0,"14:04",1,19,3123,"0",19,19,1,1,1,0,"F",37931.62384,125,"125_7",1576,NA,37931.62384,4.287076423,0,0,2,"6048","59","6707","3123","1422","KLB","2014",10,2.30258509299405,3.16227766016838,1
"1279","6014","BrM",6707,6048,11,11,1483,2020-08-20,"8",2014,59,60,"L921040",1,42,0.415902146,"KLB","NW/KX","CN",0,"11:47",1,19,3123,"0",19,19,1,1,1,5.263157895,"FL",37931.62384,125,"125_8",1437,NA,37931.62384,4.287076423,0,0,2,"6048","59","6707","3123","1483","KLB","2014",11,2.39789527279837,3.3166247903554,1
"1282","6018","BrM",6701,5575,7,7,1487,2020-08-23,"8",2014,75,60,"L921098",1,51.2,0.154161754,"KLB","YW/YX","CN",1,"13:26",1,25,3114,"1",25,25,1,1,1,4,"F",8856.716564,125,"125_8",1437,NA,8856.716564,4.287076423,0,1,3,"5575","75","6701","3114","1487","KLB","2014",7,1.94591014905531,2.64575131106459,1
"1283","6019","BrM",6431,5901,1,1,1224,2020-02-06,"2",2014,63,60,"L921043",1,46,0.179861486,"HE","NL/KX","CN",0,"08:15",1,11,2835,"0",11,11,1,1,0,0,"FI",23132.04012,124,"124_2",2347,NA,23132.04012,5.478684885,0,0,4,"5901","63","6431","2835","1224","HE","2014",1,0,1,1
"1284","6019","BrM",6661,5901,5,5,1464,2020-09-01,"9",2014,63,60,"L921043",1,46,0.179861486,"SAK","NL/KX","CN",2,"10:47",4,38,3189,"1",38,38,2,2,2,0,"F",20507.47601,125,"125_9",2956,NA,20507.47601,4.287076423,1,1,5,"5901","63","6661","3189","1464","SAK","2014",5,1.6094379124341,2.23606797749979,2
"1286","6024","BrM",6733,1824,5,5,1505,2020-09-06,"9",2014,605,60,"L921047",1,27.1,-0.403539569,"KLB","OR/KX","CN",0,"14:38",2,8,3174,"0",8,8,1,1,0,0,"F",9385.481211,125,"125_9",2956,NA,9385.481211,4.287076423,0,0,2,"1824","605","6733","3174","1505","KLB","2014",5,1.6094379124341,2.23606797749979,1
"1287","6024","BrM",6733,1824,11,11,1397,2020-08-31,"8",2014,605,60,"L921047",1,27.1,-0.403539569,"MB","OR/KX","CN",0,"13:28",2,16,3174,"0",16,16,1,1,0,0,"FI",9385.481211,125,"125_8",1437,NA,9385.481211,4.287076423,0,0,2,"1824","605","6733","3174","1397","MB","2014",11,2.39789527279837,3.3166247903554,1
"1288","6027","BrM",6750,5825,6,6,1468,2020-09-03,"9",2014,33,60,"L921050",1,25,-0.152448669,"SAK","GY/KX","CN",0,"10:53",1,23,3183,"0",23,23,1,1,1,0,"FI",4940.645646,125,"125_9",2956,NA,4940.645646,4.287076423,0,0,2,"5825","33","6750","3183","1468","SAK","2014",6,1.79175946922805,2.44948974278318,1
"1289","6028","BrF",6731,3456,12,12,1452,2020-08-22,"8",2014,407,60,"L921052",0,126,0.093025854,"SAK","VO/KX","CN",1,"10:24",1,23,3152,"1",23,23,1,1,1,4.347826087,"F",18346.61749,125,"125_8",1437,NA,18346.61749,4.287076423,0,1,3,"3456","407","6731","3152","1452","SAK","2014",12,2.484906649788,3.46410161513775,1
"1290","6028","BrF",6731,3456,12,12,1496,2020-08-29,"8",2014,407,60,"L921052",0,126,0.093025854,"KLB","VO/KX","CN",1,"14:12",1,21,3152,"1",21,21,1,1,1,9.523809524,"F",18346.61749,125,"125_8",1437,NA,18346.61749,4.287076423,0,1,3,"3456","407","6731","3152","1496","KLB","2014",12,2.484906649788,3.46410161513775,1
"1293","6048","BrF",6707,6014,7,7,1483,2020-08-20,"8",2014,59,60,"L921069",0,42,0.415902146,"KLB","WB/LX","CN",0,"11:47",1,19,3123,"0",19,19,1,1,1,5.263157895,"FL",37931.62384,125,"125_8",1437,NA,37931.62384,4.287076423,0,0,2,"6014","59","6707","3123","1483","KLB","2014",7,1.94591014905531,2.64575131106459,1
"1294","6048","BrF",6707,6014,9,9,1422,2020-07-31,"7",2014,59,60,"L921069",0,42,0.415902146,"KLB","WB/LX","CN",0,"14:04",1,19,3123,"0",19,19,1,1,1,0,"F",37931.62384,125,"125_7",1576,NA,37931.62384,4.287076423,0,0,2,"6014","59","6707","3123","1422","KLB","2014",9,2.19722457733622,3,1
"1295","6066","BrF",6670,1750,6,6,1432,2020-08-10,"8",2014,1,60,"X784104",0,1,-0.149450475,"KLB","YL/KX","CN",1,"14:39",1,15,3082,"1",15,15,1,1,1,6.666666667,"FI",26639.60656,125,"125_8",1437,NA,26639.60656,4.287076423,0,1,3,"1750","1","6670","3082","1432","KLB","2014",6,1.79175946922805,2.44948974278318,1
"1296","6066","BrF",6670,1750,9,9,1444,2020-08-16,"8",2014,1,60,"X784104",0,1,-0.149450475,"SAK","YL/KX","CN",1,"09:58",1,29,3082,"1",29,29,1,1,1,0,"F",26639.60656,125,"125_8",1437,NA,26639.60656,4.287076423,0,1,3,"1750","1","6670","3082","1444","SAK","2014",9,2.19722457733622,3,1
"1298","1762","BrM",7057,5657,4,4,1597,2020-08-13,"8",2015,15,60,"P885903",1,10,0.57954231,"MPD","BB/AX","CN",1,"10:33",1,20,3478,"1",20,20,1,1,1,5,"F",50858.40403,142,"142_8",1380,NA,50858.40403,4.526478525,0,1,3,"5657","15","7057","3478","1597","MPD","2015",4,1.38629436111989,2,1
"1299","1762","BrM",7057,5657,10,10,1543,2020-08-07,"8",2015,15,60,"P885903",1,10,0.57954231,"KLB","BB/AX","CN",0,"14:09",1,16,3478,"0",16,16,1,1,1,0,"FI",50858.40403,142,"142_8",1380,NA,50858.40403,4.526478525,0,0,3,"5657","15","7057","3478","1543","KLB","2015",10,2.30258509299405,3.16227766016838,1
"1300","1826","BrF",7052,6379,11,11,1573,2020-09-15,"9",2015,9,60,"P885971",0,6,0.216688472,"SRP","VV/AX","CN",0,"07:54",4,11,3626,"0",11,11,1,1,0,0,"F",18275.81833,142,"142_9",3566,NA,18275.81833,4.526478525,0,0,2,"6379","9","7052","3626","1573","SRP","2015",11,2.39789527279837,3.3166247903554,1
