BirdID,Status,BreedGroupID,NestWatchID,WatchDate,Month,Year,StartTime,Behaviour,ProvisioningVisit,ObsDuration,SexEstimate,Age,TerritoryID,TQ,TQcorrected,ClutchSize,BroodSize,NoFledglings,WatchType,NestID,NestNumber,Island,FieldPeriodID,HelperNumber,AdditionalBirds,GroupSize,Accurate,Observer
5641,BrF,7607,2448,23/08/2016,08,2016,14:21,FeedingOffspring,13,60,0,1971,55,14119.96,14119.96,1,1,1,F,4879,1,CN,159,1,0,3,TRUE,KLB
5642,BrF,6111,1130,01/09/2013,09,2013,08:39,FeedingOffspring,5,60,0,1003,16,40569.05,40569.05,1,1,0,FI,2727,1,CN,122,0,0,2,TRUE,MB
5642,BrF,6111,1145,07/09/2013,09,2013,06:53,FeedingOffspring,6,60,0,1009,16,40569.05,40569.05,1,1,0,F,2727,1,CN,122,0,0,2,TRUE,MB
5643,BrM,6679,1349,02/08/2014,08,2014,09:15,FeedingOffspring,4,60,1,1338,127,26702.26,26702.26,1,1,1,F,3091,1,CN,125,0,2,4,TRUE,HE
5643,BrM,6679,1412,25/07/2014,07,2014,09:22,FeedingOffspring,6,60,1,1330,127,26702.26,26702.26,1,1,1,FI,3091,1,CN,125,0,2,4,TRUE,KLB
5644,BrF,7115,1610,05/09/2015,09,2015,09:46,FeedingOffspring,3,60,0,1587,128,21086.79,21086.79,1,1,0,FI,3607,2,CN,142,1,0,3,TRUE,MPD
5644,BrF,7606,2457,25/08/2016,08,2016,09:48,FeedingOffspring,6,60,0,1942,128,4291.82,4291.82,1,1,1,FI,4878,1,CN,159,1,0,3,TRUE,CD
5644,BrF,7606,2473,01/09/2016,09,2016,08:34,FeedingOffspring,8,60,0,1949,128,4291.82,4291.82,1,1,1,FI,4878,1,CN,159,1,0,3,TRUE,KLB
5644,BrF,7823,2547,23/08/2017,08,2017,11:06,FeedingOffspring,1,60,0,2305,128,113900.10,113900.10,1,1,1,FI,4993,1,CN,164,0,1,3,TRUE,CBC
5644,BrF,7823,2555,30/08/2017,08,2017,08:20,FeedingOffspring,14,60,0,2312,128,113900.10,113900.10,1,1,1,FI,4993,1,CN,164,0,1,3,TRUE,CD
5644,BrF,7997,2585,09/07/2018,07,2018,15:40,FeedingOffspring,4,60,0,2625,128,19708.40,19708.40,1,1,1,F,5136,1,CN,167,1,0,3,TRUE,AVE
5644,BrF,7997,2588,09/07/2018,07,2018,15:40,FeedingOffspring,4,60,0,2625,128,19708.40,19708.40,1,1,1,F,5136,1,CN,167,1,0,3,TRUE,AVE
5657,BrF,6115,1106,24/08/2013,08,2013,07:17,FeedingOffspring,4,60,0,732,15,33576.24,33576.24,2,2,0,FI,2731,1,CN,122,0,0,2,TRUE,MB
5657,BrF,6735,1379,18/08/2014,08,2014,13:09,FeedingOffspring,4,60,0,1091,15,56384.02,56384.02,2,2,2,FI,3156,1,CN,125,1,0,3,TRUE,MB
5657,BrF,6735,1384,25/08/2014,08,2014,07:38,FeedingOffspring,7,61,0,1098,15,56384.02,56384.02,2,2,2,F,3156,1,CN,125,1,0,3,TRUE,MB
5657,BrF,6735,1459,27/08/2014,08,2014,08:30,FeedingOffspring,13,60,0,1100,15,56384.02,56384.02,2,2,2,F,3156,1,CN,125,1,0,3,TRUE,SAK
5657,BrF,7057,1543,07/08/2015,08,2015,14:09,FeedingOffspring,6,60,0,1445,15,50123.63,50123.63,1,1,1,FI,3478,1,CN,142,1,0,3,TRUE,KLB
5657,BrF,7057,1597,13/08/2015,08,2015,10:33,FeedingOffspring,8,60,0,1451,15,50123.63,50123.63,1,1,1,F,3478,1,CN,142,1,0,3,TRUE,MPD
5657,BrF,7535,2461,25/08/2016,08,2016,15:42,FeedingOffspring,1,60,0,1829,15,47845.88,47845.88,1,1,1,FI,4889,2,CN,159,0,1,3,TRUE,CD
5657,BrF,7535,2475,01/09/2016,09,2016,15:27,FeedingOffspring,11,60,0,1836,15,47845.88,47845.88,1,1,1,FI,4889,2,CN,159,0,1,3,TRUE,KLB
5657,BrF,8199,2697,07/09/2019,09,2019,13:38,FeedingOffspring,2,60,0,2937,15,11573.20,11573.20,1,1,1,FI,5344,1,CN,173,1,0,3,TRUE,TC
5657,BrF,8199,2701,16/09/2019,09,2019,13:30,FeedingOffspring,9,60,0,2946,15,11573.20,11573.20,1,1,1,F,5344,1,CN,173,1,0,3,TRUE,TC
5679,BrM,6738,1507,09/09/2014,09,2014,11:12,FeedingOffspring,8,60,1,1332,36,14345.44,14345.44,1,1,1,FI,3203,2,CN,125,1,0,3,TRUE,KLB
5683,BrF,6141,1144,06/09/2013,09,2013,09:50,FeedingOffspring,3,60,0,1084,478,38704.22,38704.22,1,1,0,F,2759,1,CN,122,0,1,3,TRUE,MB
5749,BrF,6718,1498,30/08/2014,08,2014,14:01,FeedingOffspring,9,60,0,1125,123,5326.20,5326.20,1,1,1,F,3135,1,CN,125,0,0,2,TRUE,KLB
5749,BrF,7557,2450,24/08/2016,08,2016,14:16,FeedingOffspring,4,60,0,1850,123,18584.44,18584.44,1,1,1,FI,4851,3,CN,159,1,0,3,TRUE,KLB
5749,BrF,7557,2469,29/08/2016,08,2016,14:12,FeedingOffspring,5,60,0,1855,123,18584.44,18584.44,1,1,1,F,4851,3,CN,159,1,0,3,TRUE,KLB
5764,BrM,6133,1122,30/08/2013,08,2013,10:28,FeedingOffspring,4,60,1,672,48,40408.58,40408.58,1,1,1,F,2745,1,CN,122,0,0,2,TRUE,MB
5764,BrM,6729,1387,26/08/2014,08,2014,09:40,FeedingOffspring,9,60,1,1033,48,23519.05,23519.05,1,1,1,FI,3160,2,CN,125,0,0,2,TRUE,MB
5764,BrM,6729,1451,20/08/2014,08,2014,15:04,FeedingOffspring,10,60,1,1027,48,23519.05,23519.05,1,1,1,F,3160,2,CN,125,0,0,2,TRUE,SAK
5766,BrF,6699,1373,22/08/2014,08,2014,07:49,FeedingOffspring,8,60,0,1057,39,11329.79,11329.79,1,1,1,F,3112,1,CN,125,1,0,3,TRUE,MB
5766,BrF,6699,1445,16/08/2014,08,2014,11:05,FeedingOffspring,6,60,0,1051,39,11329.79,11329.79,1,1,1,FI,3112,1,CN,125,1,0,3,TRUE,SAK
5766,BrF,6699,1494,27/08/2014,08,2014,14:50,FeedingOffspring,6,60,0,1062,39,11329.79,11329.79,1,1,1,FI,3112,1,CN,125,1,0,3,TRUE,KLB
5769,BrF,6738,1507,09/09/2014,09,2014,11:12,FeedingOffspring,8,60,0,1074,36,14345.44,14345.44,1,1,1,FI,3203,2,CN,125,1,0,3,TRUE,KLB
5774,BrM,6141,1144,06/09/2013,09,2013,09:50,FeedingOffspring,3,60,1,667,478,38704.22,38704.22,1,1,0,F,2759,1,CN,122,0,1,3,TRUE,MB
5775,BrM,6114,1119,30/08/2013,08,2013,06:55,FeedingOffspring,6,60,1,660,14,23202.81,23202.81,1,1,0,FI,2730,1,CN,122,0,1,3,TRUE,MB
5776,BrM,6710,1463,30/08/2014,08,2014,07:52,FeedingOffspring,8,60,1,1174,55,22336.21,22336.21,1,1,0,F,3126,1,CN,125,1,0,3,TRUE,SAK
5776,BrM,6710,1488,25/08/2014,08,2014,09:49,FeedingOffspring,3,60,1,1169,55,22336.21,22336.21,1,1,0,FI,3126,1,CN,125,1,0,3,TRUE,KLB
5776,BrM,7124,1615,12/09/2015,09,2015,14:54,FeedingOffspring,6,60,1,1552,55,40915.61,40915.61,1,1,0,FI,3650,2,CN,142,0,0,2,TRUE,MPD
5776,BrM,7607,2439,17/08/2016,08,2016,16:02,FeedingOffspring,8,60,1,1892,55,14119.96,14119.96,1,1,1,FI,4879,1,CN,159,1,0,3,TRUE,KLB
5776,BrM,7607,2448,23/08/2016,08,2016,14:21,FeedingOffspring,10,60,1,1898,55,14119.96,14119.96,1,1,1,F,4879,1,CN,159,1,0,3,TRUE,KLB
5779,BrM,6712,1485,22/08/2014,08,2014,13:50,FeedingOffspring,16,60,1,1291,58,27662.66,27662.66,1,1,1,F,3128,1,CN,125,0,0,2,TRUE,KLB
5779,BrM,7085,1566,04/09/2015,09,2015,10:55,FeedingOffspring,10,60,1,1669,58,15086.23,15086.23,1,1,1,FI,3589,2,CN,142,2,0,4,TRUE,KLB
5779,BrM,7085,1593,05/09/2015,09,2015,14:51,FeedingOffspring,7,60,1,1670,58,15086.23,15086.23,1,1,1,F,3589,2,CN,142,2,0,4,TRUE,MPD
5779,BrM,7085,1639,09/09/2015,09,2015,12:05,FeedingOffspring,12,60,1,1674,58,15086.23,15086.23,1,1,1,F,3589,2,CN,142,2,0,4,TRUE,FG
5779,BrM,7085,1660,05/08/2015,08,2015,14:51,FeedingOffspring,7,60,1,1639,58,15086.23,15086.23,1,1,0,FI,3511,1,CN,142,2,0,4,TRUE,MPD
5779,BrM,7968,2626,10/08/2018,08,2018,08:37,FeedingOffspring,11,60,1,2740,58,14080.49,14080.49,1,1,1,FI,5106,1,CN,167,0,0,2,TRUE,CD
5779,BrM,7968,2630,16/08/2018,08,2018,11:19,FeedingOffspring,18,60,1,2746,58,14080.49,14080.49,1,1,1,F,5106,1,CN,167,0,0,2,TRUE,AVE
5780,BrM,6112,1116,27/08/2013,08,2013,09:00,FeedingOffspring,8,60,1,625,9,40174.39,40174.39,1,1,1,F,2728,1,CN,122,1,0,3,TRUE,MB
5780,BrM,6449,1246,16/02/2014,02,2014,10:02,FeedingOffspring,1,60,1,798,9,38118.08,38118.08,1,1,1,F,2859,1,CN,124,0,0,2,TRUE,HE
5783,BrM,5346,1034,20/08/2012,08,2012,10:50,FeedingOffspring,10,60,1,306,127,8418.94,8418.94,1,1,1,FI,2617,1,CN,116,1,0,3,TRUE,DJW
5820,BrM,6128,1146,10/09/2013,09,2013,07:05,FeedingOffspring,5,60,1,558,112,25237.62,25237.62,1,1,1,F,2750,1,CN,122,0,0,2,TRUE,MB
5820,BrM,6411,1242,14/02/2014,02,2014,08:15,FeedingOffspring,8,60,1,715,112,21388.76,21388.76,1,1,0,FI,2812,1,CN,124,1,0,3,TRUE,FG
5820,BrM,6411,1253,22/02/2014,02,2014,09:05,FeedingOffspring,7,60,1,723,112,21388.76,21388.76,1,1,0,FI,2812,1,CN,124,1,0,3,TRUE,FG
5820,BrM,6730,1400,27/08/2014,08,2014,14:05,FeedingOffspring,3,60,1,909,112,6565.39,6565.39,1,1,1,F,3151,1,CN,125,1,1,4,TRUE,MB
5820,BrM,6730,1466,02/09/2014,09,2014,14:19,FeedingOffspring,7,60,1,915,112,6565.39,6565.39,1,1,1,F,3151,1,CN,125,1,1,4,TRUE,SAK
5820,BrM,7053,1553,17/08/2015,08,2015,11:05,FeedingOffspring,7,60,1,1264,112,6522.45,6522.45,1,1,1,FI,3554,2,CN,142,0,1,3,TRUE,KLB
5820,BrM,7053,1559,24/08/2015,08,2015,10:12,FeedingOffspring,6,60,1,1271,112,6522.45,6522.45,1,1,1,F,3554,2,CN,142,0,1,3,TRUE,KLB
5820,BrM,7556,2440,18/08/2016,08,2016,10:55,FeedingOffspring,8,60,1,1631,112,11782.47,11782.47,1,1,1,FI,4812,1,CN,159,1,1,4,TRUE,KLB
5820,BrM,7556,2458,25/08/2016,08,2016,11:25,FeedingOffspring,5,60,1,1638,112,11782.47,11782.47,1,1,1,F,4812,1,CN,159,1,1,4,TRUE,KLB
5821,BrM,8023,2598,26/06/2018,06,2018,11:36,FeedingOffspring,7,60,1,2306,169,20983.14,20983.14,1,1,1,F,5164,1,CN,167,0,1,3,TRUE,AVE
5822,BrM,6443,1236,13/02/2014,02,2014,08:20,FeedingOffspring,5,60,1,652,83,23026.35,23026.35,1,1,1,F,2848,1,CN,124,0,0,2,TRUE,FG
5822,BrM,7550,2454,22/08/2016,08,2016,11:23,FeedingOffspring,5,60,1,1573,83,7646.26,7646.26,2,2,2,F,4805,1,CN,159,0,0,2,TRUE,CD
5822,BrM,7550,2495,13/08/2016,08,2016,14:20,FeedingOffspring,8,60,1,1564,83,7646.26,7646.26,2,2,2,FI,4805,1,CN,159,0,0,2,TRUE,SRP
5822,BrM,7746,2500,14/07/2017,07,2017,15:04,FeedingOffspring,8,60,1,1899,83,74000.13,74000.13,1,1,0,FI,4919,1,CN,164,0,0,2,TRUE,CD
5822,BrM,7746,2515,22/07/2017,07,2017,14:55,FeedingOffspring,12,60,1,1907,83,74000.13,74000.13,1,1,0,F,4919,1,CN,164,0,0,2,TRUE,CD
5823,BrF,7526,2431,12/08/2016,08,2016,14:38,FeedingOffspring,8,60,0,1621,617,43023.13,43023.13,1,1,1,FI,4779,1,CN,159,0,1,3,TRUE,KLB
5823,BrF,7526,2441,18/08/2016,08,2016,14:06,FeedingOffspring,15,60,0,1627,617,43023.13,43023.13,1,1,1,F,4779,1,CN,159,0,1,3,TRUE,KLB
5823,BrF,8187,2699,14/09/2019,09,2019,09:40,FeedingOffspring,6,60,0,2749,617,30085.92,30085.92,1,1,,F,5332,1,CN,173,0,0,2,TRUE,TC
5825,BrF,6750,1468,03/09/2014,09,2014,10:53,FeedingOffspring,17,60,0,931,33,5125.56,5125.56,1,1,1,FI,3183,1,CN,125,0,0,2,TRUE,SAK
5825,BrF,7113,1613,10/09/2015,09,2015,09:27,FeedingOffspring,9,60,0,1303,168,18815.80,18815.80,1,1,1,F,3545,1,CN,142,0,0,2,TRUE,MPD
5828,BrM,5313,1040,21/08/2012,08,2012,07:38,FeedingOffspring,7,60,1,310,3,17139.23,17139.23,1,1,1,FI,2580,2,CN,116,1,0,3,TRUE,VS
5828,BrM,5313,1048,28/08/2012,08,2012,15:01,FeedingOffspring,3,60,1,317,3,17139.23,17139.23,1,1,1,F,2580,2,CN,116,1,0,3,TRUE,VS
5829,BrM,6662,1455,25/08/2014,08,2014,10:42,FeedingOffspring,8,60,1,864,3,37213.31,37213.31,1,1,1,FI,3215,2,CN,125,1,0,3,TRUE,SAK
5829,BrM,7531,2445,21/08/2016,08,2016,10:52,FeedingOffspring,1,60,1,1591,3,44368.05,44368.05,1,1,0,FI,4784,1,CN,159,0,1,3,TRUE,KLB
5829,BrM,7531,2467,28/08/2016,08,2016,14:09,FeedingOffspring,1,60,1,1598,3,44368.05,44368.05,1,1,0,F,4784,1,CN,159,0,1,3,TRUE,KLB
5833,BrF,6761,1473,09/09/2014,09,2014,11:02,FeedingOffspring,4,60,0,1180,34,7947.84,7947.84,1,1,1,FI,3213,1,CN,125,1,0,3,TRUE,SAK
5833,BrF,6761,1508,16/09/2014,09,2014,08:46,FeedingOffspring,6,60,0,1187,34,7947.84,7947.84,1,1,1,F,3213,1,CN,125,1,0,3,TRUE,KLB
5833,BrF,7995,2615,18/07/2018,07,2018,10:55,FeedingOffspring,3,60,0,2588,34,5469.06,5469.06,1,1,1,F,5134,1,CN,167,0,0,2,TRUE,CD
5834,BrM,6673,1462,29/08/2014,08,2014,15:28,FeedingOffspring,4,60,1,924,50,8650.36,8650.36,1,1,0,FI,3195,2,CN,125,1,0,3,TRUE,SAK
5834,BrM,6673,1503,04/09/2014,09,2014,14:33,FeedingOffspring,7,60,1,930,50,8650.36,8650.36,1,1,0,FI,3195,2,CN,125,1,0,3,TRUE,KLB
5836,BrM,6150,1123,31/08/2013,08,2013,07:40,FeedingOffspring,2,60,1,797,172,8025.90,8025.90,1,1,0,FI,2766,1,CN,122,0,0,2,TRUE,MB
5837,BrM,6104,1114,26/08/2013,08,2013,08:48,FeedingOffspring,10,60,1,657,8,46306.12,46306.12,1,1,1,F,2721,1,CN,122,1,0,3,TRUE,MB
5838,BrF,6442,1232,12/02/2014,02,2014,10:05,FeedingOffspring,9,60,0,705,179,35781.23,35781.23,1,1,1,F,2847,1,CN,124,0,0,2,TRUE,FG
5838,BrF,6691,1378,18/08/2014,08,2014,11:21,FeedingOffspring,7,63,0,892,179,5764.64,5764.64,1,1,1,F,3104,1,CN,125,0,0,2,TRUE,MB
5838,BrF,6691,1406,23/08/2014,08,2014,07:32,FeedingOffspring,11,61,0,897,179,5764.64,5764.64,1,1,1,F,3104,1,CN,125,0,0,2,TRUE,MB
5838,BrF,7563,2491,11/08/2016,08,2016,08:24,FeedingOffspring,3,60,0,1616,179,17872.45,17872.45,1,1,1,FI,4820,1,CN,159,1,0,3,TRUE,SRP
5838,BrF,7563,2494,15/08/2016,08,2016,10:30,FeedingOffspring,1,60,0,1620,179,17872.45,17872.45,1,1,1,FI,4820,1,CN,159,1,0,3,TRUE,SRP
5838,BrF,7738,2521,08/08/2017,08,2017,08:12,FeedingOffspring,15,60,0,1978,179,23270.89,23270.89,1,1,1,F,4911,2,CN,164,0,1,3,TRUE,CD
5838,BrF,7738,2536,01/08/2017,08,2017,08:30,FeedingOffspring,3,60,0,1971,179,23270.89,23270.89,1,1,1,F,4911,2,CN,164,0,1,3,TRUE,CBC
5839,BrM,7526,2431,12/08/2016,08,2016,14:38,FeedingOffspring,7,60,1,1550,617,43023.13,43023.13,1,1,1,FI,4779,1,CN,159,0,1,3,TRUE,KLB
5839,BrM,7526,2441,18/08/2016,08,2016,14:06,FeedingOffspring,15,60,1,1556,617,43023.13,43023.13,1,1,1,F,4779,1,CN,159,0,1,3,TRUE,KLB
5843,BrF,6751,1499,03/09/2014,09,2014,09:15,FeedingOffspring,6,60,0,962,28,9283.39,9283.39,2,2,0,FI,3184,1,CN,125,1,0,3,TRUE,KLB
5843,BrF,6751,1506,09/09/2014,09,2014,10:06,FeedingOffspring,6,60,0,968,28,9283.39,9283.39,2,2,0,F,3184,1,CN,125,1,0,3,TRUE,KLB
5843,BrF,7570,2438,17/08/2016,08,2016,14:55,FeedingOffspring,5,60,0,1676,28,33746.86,33746.86,1,1,0,FI,4827,1,CN,159,0,1,3,TRUE,KLB
5843,BrF,7807,2554,11/09/2017,09,2017,08:18,FeedingOffspring,10,60,0,2066,28,42273.00,42273.00,1,1,,FI,5003,2,CN,164,1,0,3,TRUE,CD
5845,BrF,6674,1450,20/08/2014,08,2014,11:38,FeedingOffspring,6,60,0,1069,94,35771.71,35771.71,1,1,1,FI,3121,2,CN,125,2,0,4,TRUE,SAK
5845,BrF,6674,1492,26/08/2014,08,2014,14:05,FeedingOffspring,8,60,0,1075,94,35771.71,35771.71,1,1,1,F,3121,2,CN,125,2,0,4,TRUE,KLB
5845,BrF,7128,1561,25/08/2015,08,2015,15:45,FeedingOffspring,6,60,0,1439,94,16110.97,16110.97,1,1,1,FI,3576,2,CN,142,1,0,3,TRUE,KLB
5845,BrF,7128,1632,31/08/2015,08,2015,11:02,FeedingOffspring,10,60,0,1445,94,16110.97,16110.97,1,1,1,F,3576,2,CN,142,1,0,3,TRUE,FG
5845,BrF,7552,2436,16/08/2016,08,2016,16:20,FeedingOffspring,9,60,0,1796,94,15188.50,15188.50,1,1,1,F,4807,1,CN,159,0,0,2,TRUE,KLB
5847,BrM,6697,1386,26/08/2014,08,2014,11:11,FeedingOffspring,5,60,1,1072,71,8270.84,8270.84,2,2,2,FI,3150,2,CN,125,1,0,3,TRUE,MB
5847,BrM,6697,1395,01/09/2014,09,2014,11:14,FeedingOffspring,7,60,1,1078,71,8270.84,8270.84,2,2,2,F,3150,2,CN,125,1,0,3,TRUE,MB
5847,BrM,6697,1504,05/09/2014,09,2014,11:38,FeedingOffspring,5,60,1,1082,71,8270.84,8270.84,2,2,2,F,3150,2,CN,125,1,0,3,TRUE,KLB
5850,BrM,7604,2425,01/09/2016,09,2016,16:47,FeedingOffspring,3,60,1,1678,516,21712.47,21712.47,1,1,1,F,4876,1,CN,159,0,0,2,TRUE,CD
5850,BrM,7604,2478,07/09/2016,09,2016,15:50,FeedingOffspring,5,60,1,1684,516,21712.47,21712.47,1,1,1,F,4876,1,CN,159,0,0,2,TRUE,KLB
5851,BrF,6447,1241,15/02/2014,02,2014,08:11,FeedingOffspring,3,60,0,568,99,11028.69,11028.69,1,1,0,FI,2854,1,CN,124,0,0,2,TRUE,HE
5853,BrM,7054,1614,11/09/2015,09,2015,15:37,FeedingOffspring,11,60,1,1139,616,1969.34,1969.34,1,1,1,FI,3635,3,CN,142,0,1,3,TRUE,MPD
5853,BrM,7054,1616,18/09/2015,09,2015,10:51,FeedingOffspring,12,60,1,1146,616,1969.34,1969.34,1,1,1,F,3635,3,CN,142,0,1,3,TRUE,MPD
5853,BrM,7960,2565,24/07/2018,07,2018,07:49,FeedingOffspring,2,60,1,2186,616,3832.91,3832.91,1,1,1,F,5098,1,CN,167,2,0,4,TRUE,TJB
5853,BrM,7960,2616,18/07/2018,07,2018,12:00,FeedingOffspring,6,60,1,2180,616,3832.91,3832.91,1,1,1,FI,5098,1,CN,167,2,0,4,TRUE,CD
5854,BrF,7550,2454,22/08/2016,08,2016,11:23,FeedingOffspring,10,60,0,1459,83,7646.26,7646.26,2,2,2,F,4805,1,CN,159,0,0,2,TRUE,CD
5854,BrF,7550,2495,13/08/2016,08,2016,14:20,FeedingOffspring,7,60,0,1450,83,7646.26,7646.26,2,2,2,FI,4805,1,CN,159,0,0,2,TRUE,SRP
5855,BrM,6753,1461,29/08/2014,08,2014,14:24,FeedingOffspring,5,60,1,735,53,25004.97,25004.97,1,1,1,FI,3190,1,CN,125,0,0,2,TRUE,SAK
5855,BrM,6753,1470,04/09/2014,09,2014,14:32,FeedingOffspring,9,60,1,741,53,25004.97,25004.97,1,1,1,F,3190,1,CN,125,0,0,2,TRUE,SAK
5855,BrM,7587,2443,19/08/2016,08,2016,14:35,FeedingOffspring,12,60,1,1456,53,26150.34,26150.34,1,1,1,FI,4849,1,CN,159,0,1,3,TRUE,KLB
5855,BrM,8017,2599,10/08/2018,08,2018,08:09,FeedingOffspring,1,60,1,2177,53,15901.37,15901.37,1,1,1,FI,5158,2,CN,167,1,0,3,TRUE,AVE
5901,BrF,6431,1224,06/02/2014,02,2014,08:15,FeedingOffspring,10,60,0,611,63,22289.58,22289.58,1,1,0,FI,2835,1,CN,124,0,2,4,TRUE,HE
5901,BrF,6661,1464,01/09/2014,09,2014,10:47,FeedingOffspring,19,60,0,818,63,19724.07,19724.07,2,2,2,F,3189,4,CN,125,3,0,5,TRUE,SAK
5901,BrF,6661,1490,25/08/2014,08,2014,13:27,FeedingOffspring,4,60,0,811,63,19724.07,19724.07,2,2,2,FI,3189,4,CN,125,3,0,5,TRUE,KLB
5901,BrF,7122,1554,17/08/2015,08,2015,14:21,FeedingOffspring,9,60,0,1168,63,25603.91,25603.91,2,1,1,F,3564,1,CN,142,1,3,6,TRUE,KLB
5901,BrF,7122,1627,23/08/2015,08,2015,12:12,FeedingOffspring,10,60,0,1174,63,25603.91,25603.91,2,1,1,F,3564,1,CN,142,1,3,6,TRUE,FG
5901,BrF,7518,2419,09/08/2016,08,2016,14:30,FeedingOffspring,12,60,0,1526,63,15443.21,15443.21,1,1,1,F,4771,1,CN,159,1,0,3,TRUE,KLB
5901,BrF,7796,2530,04/09/2017,09,2017,08:50,FeedingOffspring,7,60,0,1917,63,45367.55,45367.55,1,1,,FI,4980,2,CN,164,1,1,4,TRUE,CD
5901,BrF,8189,2680,13/08/2019,08,2019,08:32,FeedingOffspring,9,90,0,2625,63,10711.13,10711.13,1,1,0,F,5334,1,CN,173,2,1,5,TRUE,EC
5901,BrF,8189,2682,17/08/2019,08,2019,08:01,FeedingOffspring,7,60,0,2629,63,10711.13,10711.13,1,1,0,F,5334,1,CN,173,2,1,5,TRUE,EC
5903,BrM,6761,1473,09/09/2014,09,2014,11:02,FeedingOffspring,4,60,1,823,34,7947.84,7947.84,1,1,1,FI,3213,1,CN,125,1,0,3,TRUE,SAK
5903,BrM,6761,1508,16/09/2014,09,2014,08:46,FeedingOffspring,7,60,1,830,34,7947.84,7947.84,1,1,1,F,3213,1,CN,125,1,0,3,TRUE,KLB
5904,BrM,6681,1472,09/09/2014,09,2014,09:34,FeedingOffspring,12,60,1,702,129,11578.44,11578.44,1,1,0,FI,3217,2,CN,125,0,0,2,TRUE,SAK
5904,BrM,7823,2547,23/08/2017,08,2017,11:06,FeedingOffspring,4,60,1,1781,128,113900.10,113900.10,1,1,1,FI,4993,1,CN,164,0,1,3,TRUE,CBC
5904,BrM,7823,2555,30/08/2017,08,2017,08:20,FeedingOffspring,6,60,1,1788,128,113900.10,113900.10,1,1,1,FI,4993,1,CN,164,0,1,3,TRUE,CD
5904,BrM,7997,2585,09/07/2018,07,2018,15:40,FeedingOffspring,7,60,1,2101,128,19708.40,19708.40,1,1,1,F,5136,1,CN,167,1,0,3,TRUE,AVE
5904,BrM,7997,2588,09/07/2018,07,2018,15:40,FeedingOffspring,7,60,1,2101,128,19708.40,19708.40,1,1,1,F,5136,1,CN,167,1,0,3,TRUE,AVE
5908,BrM,7042,1545,08/08/2015,08,2015,14:10,FeedingOffspring,6,60,1,963,137,4126.02,4126.02,1,1,1,F,3462,1,CN,142,0,0,2,TRUE,KLB
5909,BrF,7053,1553,17/08/2015,08,2015,11:05,FeedingOffspring,5,60,0,1150,112,6522.45,6522.45,1,1,1,FI,3554,2,CN,142,0,1,3,TRUE,KLB
5909,BrF,7053,1559,24/08/2015,08,2015,10:12,FeedingOffspring,5,60,0,1157,112,6522.45,6522.45,1,1,1,F,3554,2,CN,142,0,1,3,TRUE,KLB
6011,BrM,7961,2609,13/08/2018,08,2018,11:25,FeedingOffspring,5,60,1,2104,43,11059.07,11059.07,2,2,2,F,5099,2,CN,167,2,0,4,TRUE,TJB
6011,BrM,7961,2634,18/08/2018,08,2018,09:14,FeedingOffspring,9,60,1,2109,43,11059.07,11059.07,2,2,2,F,5099,2,CN,167,2,0,4,TRUE,CD
6014,BrM,6707,1422,31/07/2014,07,2014,14:04,FeedingOffspring,10,60,1,620,59,40613.90,40613.90,1,1,1,F,3123,1,CN,125,0,0,2,TRUE,KLB
6018,BrM,6701,1487,23/08/2014,08,2014,13:26,FeedingOffspring,7,60,1,637,75,6564.15,6564.15,1,1,1,F,3114,1,CN,125,1,0,3,TRUE,KLB
6018,BrM,7776,2505,03/08/2017,08,2017,15:05,FeedingOffspring,5,60,1,1713,75,49923.83,49923.83,1,1,1,FI,4954,1,CN,164,2,0,4,TRUE,MH
6018,BrM,7776,2507,10/08/2017,08,2017,07:43,FeedingOffspring,5,60,1,1720,75,49923.83,49923.83,1,1,1,F,4954,1,CN,164,2,0,4,TRUE,MH
6018,BrM,7987,2566,09/07/2018,07,2018,16:15,FeedingOffspring,1,60,1,2053,75,14017.36,14017.36,1,1,1,F,5126,1,CN,167,2,1,5,TRUE,CD
6018,BrM,7987,2592,30/06/2018,06,2018,15:51,FeedingOffspring,7,60,1,2044,75,14017.36,14017.36,1,1,1,F,5126,1,CN,167,2,1,5,TRUE,AVE
6018,BrM,7987,2597,25/06/2018,06,2018,12:37,FeedingOffspring,2,60,1,2039,75,14017.36,14017.36,1,1,1,F,5126,1,CN,167,2,1,5,TRUE,AVE
6019,BrM,6661,1464,01/09/2014,09,2014,10:47,FeedingOffspring,5,60,1,645,63,19724.07,19724.07,2,2,2,F,3189,4,CN,125,3,0,5,TRUE,SAK
6019,BrM,6661,1490,25/08/2014,08,2014,13:27,FeedingOffspring,8,60,1,638,63,19724.07,19724.07,2,2,2,FI,3189,4,CN,125,3,0,5,TRUE,KLB
6019,BrM,7122,1554,17/08/2015,08,2015,14:21,FeedingOffspring,4,60,1,995,63,25603.91,25603.91,2,1,1,F,3564,1,CN,142,1,3,6,TRUE,KLB
6019,BrM,7122,1627,23/08/2015,08,2015,12:12,FeedingOffspring,4,60,1,1001,63,25603.91,25603.91,2,1,1,F,3564,1,CN,142,1,3,6,TRUE,FG
6019,BrM,7518,2419,09/08/2016,08,2016,14:30,FeedingOffspring,10,60,1,1353,63,15443.21,15443.21,1,1,1,F,4771,1,CN,159,1,0,3,TRUE,KLB
